toro_index	toro_header	s1_rt_phylogeny	mestre_terminal	mestre_accession	clade_EVALUATION_ONLY	fident	extract_coverage	exact_substring	mapped	toro_stated_start	toro_stated_end	extract_len	extract_sha256	mestre_protein_sha256
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_1541	fig|1305675.3.peg.2174	9	0.247	0.7192	False	False	1	241	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	eeee1098bcf99f79d060b949f9e0bd447b8840316bd8ce776459a19852cea8c6
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_530	fig|2024618.3.peg.1141	3	0.271	0.6538	False	False	8	257	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	affafc1a71f34a1e70734a7dea7bf36f3f780d1c0c2901b847b3b7f39fdbdb50
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_1201	fig|1679460.3.peg.2715	8	0.275	0.8423	False	False	51	306	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	441b5df1f2fb13ed5305a4d4f797d4bd5ce7d489bdb131a5c33db1a43e5b4305
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_1540	fig|1396.1518.peg.4860	9	0.23	0.8731	False	False	10	253	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	92cad01cc6f4430fba6fe54de27698608b444e69771c07b68d652e172fd68843
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_875	fig|1218081.3.peg.1751	8	0.222	0.7577	False	False	9	274	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	67cbc5a13cae483e0464fa5adc3dd11de51ac07998b0a5781968c68fd39d295c
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_468	WP_015962464.1	2	0.248	0.7038	False	False	11	247	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	d70bb11a5ad444bce7f126f733caf540841c47f9e8f259c3dff6dc0c30871bb2
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_1534	fig|1509.24.peg.2487	9	0.24	0.6385	False	False	17	261	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	8a59766e184c9c58edf5a2dcafcef4558c0026ec4f6945685cb7a3c73fea51e2
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_426	fig|1948697.3.peg.196	2	0.222	0.8846	False	False	80	350	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	d1e250c4141c20dbe946d2585bf83c5c3282dd531f9cdfea45c6c60b4314a434
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_1200	WP_080858354.1	8	0.237	0.8154	False	False	26	281	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	c42d5839241c7a2d645888916e827889ec54e7202d58b376c7dbe79e058299e0
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_770	fig|1428.538.peg.4047	3	0.252	0.4615	False	False	1	240	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	cfafbe2de401d168a06264a8d3a4477341fcfcb84885ebf2fba760a177c1e7ef
300	clostridiafid|61052576|locus|VBICloCla155345_0943|_extraction	Group II Intron	terminal_771	fig|1465.16.peg.946	3	0.277	0.3808	False	False	4	258	260	4c77c83c959758b216e520152d546415305eda3a1de3d2e821dca2bada697eaf	b7048f97f68850d70ede45396b5ba0bfabe46e03d454de8f27c3e0984b4e913b
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_852	fig|1977087.12.peg.1918	7	0.266	0.6308	False	False	7	250	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	f4f9b577ee7279924c1a4e2b879aaf95d3dd7d539f3e313573fdc826f9a4b303
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_938	fig|1855322.3.peg.103	8	0.24	0.7615	False	False	6	269	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	57dbc657ee4a45ce0a80123ec782571ca79dca9bfa10c448dcacad30d1aa22fa
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_401	fig|1523429.3.peg.2936	2	0.247	0.7654	False	False	37	278	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	98b8f2ef05e7bceaf3b96f9f952b8c4202e847f8e1295bb95ad69d665146da0f
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_411	fig|694433.3.peg.2346	2	0.228	0.7769	False	False	36	276	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	79cdf4b11a85f542df9a3d2c752763cda899eef15bedeece0605a361f20987e5
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_353	fig|670.908.peg.3444	1	0.257	0.7769	False	False	178	420	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1016	fig|1188231.4.peg.1200	8	0.247	0.6577	False	False	6	259	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	7f0bc56bb6384eff29da04176a8c833d7f2b2480f61d2885ac8567de6d866ce7
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1541	fig|1305675.3.peg.2174	9	0.258	0.6385	False	False	1	227	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	eeee1098bcf99f79d060b949f9e0bd447b8840316bd8ce776459a19852cea8c6
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1393	fig|2006083.3.peg.3222	9	0.252	0.7577	False	False	76	352	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	fabbabf948c72109291f3d93d261d0167e0a29415b403d486bcb9b73788f2784
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1525	SCI87282.1	9	0.228	0.7885	False	False	11	252	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	e3c8a46087ee98340d345fba03955f9f8624f5fa4436689cfcea20a6ae92dd23
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1389	fig|663.48.peg.1321	9	0.218	0.6308	False	False	35	308	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	69441f14aa9a430648b0c6a1e23b6664be5f17890a6bc314809207ca9a0c7aeb
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_851	fig|1951369.3.peg.1157	7	0.259	0.6115	False	False	1	239	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	7f475659fa088295bc28feb1a51878d6defad17163c9b9d84a5ac780d22cbf59
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1583	fig|1520.90.peg.2502	9	0.263	0.6308	False	False	34	276	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	009107a6012888ce087dd5f849bd317f7a553b233ae21fd606d36e267727b5db
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_931	fig|564137.3.peg.4320	8	0.23	0.6346	False	False	14	276	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	72b8cad3ef90f0565177362f0be837a32373766835e1280fd45d85fc7be7453a
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1533	WP_072832325.1	9	0.235	0.6423	False	False	5	249	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	6c07d898bc2530a8e3681009f4c5cc0f8e1204f209f62483c0b9c0689c61866d
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_468	WP_015962464.1	2	0.252	0.6462	False	False	5	247	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	d70bb11a5ad444bce7f126f733caf540841c47f9e8f259c3dff6dc0c30871bb2
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_1181	fig|333990.5.peg.1279	8	0.235	0.7154	False	False	22	258	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	5ba794a5790ad7317742dbcbf36cc4d5dac37233b4a0146e5e3f54958b2d98bd
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_939	fig|1437360.11.peg.2429	8	0.24	0.7	False	False	6	259	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	c2c65961ab88cce87345e90b02a71c11426ef4e1c3f01f5208ee61e5b4a5b145
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_449	fig|1235797.3.peg.2409	2	0.234	0.7154	False	False	4	241	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	9c6c8bbd92e2457e2b929730439946bc147cbf9e69fa5faa0492bb9e211e4c4a
301	clostridiafid|161812148|locus|VBICloPas18034_4761|_extraction	Group II Intron	terminal_940	fig|1871052.3.peg.1026	8	0.235	0.6038	False	False	1	254	260	5268dcf2de59f95968a170ce7fa2e7e9748dd6526b376733d8ba50310430a66f	14539623a63f66142b5bf60fa9ccf4a74f16b6289e35c888ce4cad48c2ee645d
302	Al_me_I4/CP000724/658338_extraction		terminal_401	fig|1523429.3.peg.2936	2	0.269	0.7654	False	False	37	278	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	98b8f2ef05e7bceaf3b96f9f952b8c4202e847f8e1295bb95ad69d665146da0f
302	Al_me_I4/CP000724/658338_extraction		terminal_224	fig|287.1744.peg.1414	1	0.261	0.8231	False	False	1	251	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	52ee9cb4f2ae6c55ae031bb1c9d783b2533ac2602d4826e27de78574cfd60d13
302	Al_me_I4/CP000724/658338_extraction		terminal_100	fig|585.16.peg.3620	1	0.246	0.7654	False	False	4	257	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	f6dc1428ed30312d6fe9239b8faccd352cf849b0af13b7230234b4ab1ca48b7f
302	Al_me_I4/CP000724/658338_extraction		terminal_805	fig|1797342.3.peg.689	4	0.253	0.7808	False	False	31	268	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	92fa794562c865c6dda189d4251c932169a860c33be749ea1fe91f7d757ad16f
302	Al_me_I4/CP000724/658338_extraction		terminal_1903	fig|1463823.3.peg.3407	11	0.28	0.7808	False	False	119	377	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	2b66eab3e736f3200d6a15b1170254c80840b0f70b63c0597cfa442a6f91c6b7
302	Al_me_I4/CP000724/658338_extraction		terminal_220	fig|1981678.3.peg.5241	1	0.241	0.85	False	False	1	252	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	b18bfddb64d4955dff57935a69caa239f18d5ad236c0fc214ad1b7d5d77dc143
302	Al_me_I4/CP000724/658338_extraction		terminal_219	fig|76759.17.peg.5093	1	0.275	0.65	False	False	1	249	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	d8cb1d8e11dcaf7864427f31cf0da12c27191b14d2f13b18a44c81d8b1fa113d
302	Al_me_I4/CP000724/658338_extraction		terminal_1593	fig|76857.53.peg.2245	9	0.238	0.7731	False	False	34	274	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	57ec4ed6e9923aec4d3f689598ac5c73db8aa799ddbcd5705dc5c7bd0c1e40c4
302	Al_me_I4/CP000724/658338_extraction		terminal_103	fig|550.520.peg.1818	1	0.274	0.7538	False	False	68	314	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	5cb375308201f5521b63ef458a89fcd8f98f8711e88c73df829f6ded6a7d836b
302	Al_me_I4/CP000724/658338_extraction		terminal_79	fig|1029989.3.peg.5037	1	0.242	0.7962	False	False	1	247	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	c7ce18a107eed2fd105409947d101adf38f8f657b457417efa8d65edcc57f0c9
302	Al_me_I4/CP000724/658338_extraction		terminal_107	fig|666.3258.peg.1211	1	0.245	0.7962	False	False	11	266	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	4caaa2e4a2858b66739b5a935efa31e946f2ce1218fe8c96aaf77dff4e9a4a98
302	Al_me_I4/CP000724/658338_extraction		terminal_104	fig|592316.4.peg.43	1	0.272	0.7538	False	False	67	313	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	e3d5ad5100577968cc126962b1ce50dcb1389626140c4ac7dea324b84a882317
302	Al_me_I4/CP000724/658338_extraction		terminal_1084	fig|565651.6.peg.1942	8	0.242	0.8462	False	False	8	262	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	0c0dfa9118b1f3d5e5badeb0793d153dea0e3bffa4653f92c1120008d0a77973
302	Al_me_I4/CP000724/658338_extraction		terminal_128	fig|1977881.3.peg.1569	1	0.253	0.7923	False	False	1	250	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	5765df4f8e45cce53d403d13260d0740ca1224ec800569eac3ebe7ff69356a21
302	Al_me_I4/CP000724/658338_extraction		terminal_876	fig|573.14059.peg.3113	8	0.255	0.6346	False	False	4	256	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	6084516228f8d93356494574159b5a0ce736b3ddc3687381b94f33b6f000790a
302	Al_me_I4/CP000724/658338_extraction		terminal_235	fig|1899355.16.peg.1328	1	0.233	0.7923	False	False	1	250	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	133910477459a06d8e9b063318946080de2cf8ebbc1baab6e5884cd9154abcd0
302	Al_me_I4/CP000724/658338_extraction		terminal_981	fig|1913989.193.peg.841	8	0.236	0.7692	False	False	7	270	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	ae813332c9ba94f5d3ee2e830cf4efbf14fe1932946ca87fcd01ce6f3c3bdaa6
302	Al_me_I4/CP000724/658338_extraction		terminal_1392	fig|1917164.4.peg.2739	9	0.253	0.7615	False	False	35	311	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	eb7f7986ac9cfda464fa1e4e68427a056aa0e7e93155327f3b48cf503f1c69c2
302	Al_me_I4/CP000724/658338_extraction		terminal_58	fig|48296.130.peg.276	1	0.25	0.7885	False	False	1	251	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	6549fa9661f5b660b5f8eaafc6b030e83a079357985dc89c72c206450c85e129
302	Al_me_I4/CP000724/658338_extraction		terminal_1059	fig|1628206.3.peg.4802	8	0.208	0.7962	False	False	3	258	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	aea3ccfe977d3c0ec524336a95801a71abde2992fee8314dc7f75d110b948d64
302	Al_me_I4/CP000724/658338_extraction		terminal_149	fig|1173850.3.peg.2995	1	0.234	0.65	False	False	1	245	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	2d284b5de6698049b0120ef13459747b0ce137add75041612f1c17073666fdfc
302	Al_me_I4/CP000724/658338_extraction		terminal_217	fig|251702.3.peg.1529	1	0.318	0.4077	False	False	1	255	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	0a050ebe84fa6d83f38e4da34e76b697e3354907044f41c62667bdc0121ffbd8
302	Al_me_I4/CP000724/658338_extraction		terminal_1105	fig|29385.174.peg.531	8	0.221	0.7692	False	False	5	264	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	764bd76275d3c6cb10f800e3ce856ae96a383bf32153327edaeb72f67a735def
302	Al_me_I4/CP000724/658338_extraction		terminal_448	WP_009260579.1	2	0.276	0.8269	False	False	1	237	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	319900751978a48806caeb7f583bc211b928a7ac0f066d133fcb505a74f3af2c
302	Al_me_I4/CP000724/658338_extraction		terminal_216	fig|287.1731.peg.2578	1	0.252	0.65	False	False	1	249	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	65ea40615b43cf5200966bf61a1353e6036d3ee1639652a41ffe1f4ddc17cd98
302	Al_me_I4/CP000724/658338_extraction		terminal_1074	fig|1952416.3.peg.1629	8	0.22	0.7692	False	False	2	258	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	0eeb1a3a9445f0d643f3f53041d5a9b95d27a136b4a1c225b0b4201397a7df09
302	Al_me_I4/CP000724/658338_extraction		terminal_228	fig|1718920.3.peg.3357	1	0.251	0.8577	False	False	1	240	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	31acdac6e710215003e294825e8365a242bc626d489e684065f3c1fd092fee34
302	Al_me_I4/CP000724/658338_extraction		terminal_480	fig|1410672.3.peg.2823	2	0.292	0.6692	False	False	8	249	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	99111bb9db07527d7e189d4596ad009b53341cf5bae1f7e1c9826c8a59cf832b
302	Al_me_I4/CP000724/658338_extraction		terminal_458	fig|1121114.4.peg.5478	2	0.253	0.7577	False	False	16	257	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	fe13ee872b841e22fabec59a93660f517d2fbc93e95745ad2f2032cba75040ac
302	Al_me_I4/CP000724/658338_extraction		terminal_218	fig|1960829.3.peg.5912	1	0.258	0.65	False	False	1	249	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	616a8a4798e9a356ea078798096d99c21703022599cb0994462ee5283b6fd391
302	Al_me_I4/CP000724/658338_extraction		terminal_159	fig|1208323.3.peg.893	1	0.251	0.6769	False	False	5	254	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	480e94d9624f2b5d081d736892b0aac3d6e701a57d5b69f9c92e33fa3ec2ab14
302	Al_me_I4/CP000724/658338_extraction		terminal_1222	fig|470.4256.peg.2128	8	0.232	0.7346	False	False	1	244	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	4053b30a9aed06b218910644919ad784eaf7fa3eba302abf2a75ba8d711c4c0e
302	Al_me_I4/CP000724/658338_extraction		terminal_1060	fig|1396.1605.peg.6235	8	0.202	0.8731	False	False	8	259	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	3c4f0b92d501298b071aaa3fc9c4ebe983b6424ad40dcc6b7bf0f5a71ed58570
302	Al_me_I4/CP000724/658338_extraction		terminal_1528	fig|1265.10.peg.3100	9	0.234	0.7654	False	False	12	258	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	f8d58ed4474ecccc7a724dbbb8960ee2e4969098a8e96029faa2e3b9ebbb48bb
302	Al_me_I4/CP000724/658338_extraction		terminal_449	fig|1235797.3.peg.2409	2	0.253	0.7038	False	False	4	241	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	9c6c8bbd92e2457e2b929730439946bc147cbf9e69fa5faa0492bb9e211e4c4a
302	Al_me_I4/CP000724/658338_extraction		terminal_210	fig|55601.149.peg.665	1	0.236	0.7923	False	False	1	248	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	fcdb8981c92807b2f9b07678262caba16c8a59a40f8375a1f513fb143750b825
302	Al_me_I4/CP000724/658338_extraction		terminal_233	WP_074283015.1	1	0.227	0.8192	False	False	1	251	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	775905532b130d56e0542e50ab968cf0ca3515e6c5e1624a629a561c020b853b
302	Al_me_I4/CP000724/658338_extraction		terminal_204	fig|1514904.3.peg.974	1	0.245	0.65	False	False	1	246	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	8fbbab4c9092f84597b5a300faba820ae40f6e9fe4aa1ff2be3a25fd34e1f4a0
302	Al_me_I4/CP000724/658338_extraction		terminal_1262	fig|80852.21.peg.1289	8	0.228	0.7731	False	False	23	280	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	8f4c2f384d68c7e3628068048516e371c0416babcc3fd105a83d57d68237477a
302	Al_me_I4/CP000724/658338_extraction		terminal_201	fig|1843368.3.peg.904	1	0.232	0.65	False	False	1	245	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	97c585cc1b8a5c88785708c1893d07fadb1d466636319c2b73a9603fe02cb645
302	Al_me_I4/CP000724/658338_extraction		terminal_223	fig|1844093.4.peg.7190	1	0.226	0.8192	False	False	1	252	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	7429a44950cdefa3978f44b2d6cd63aa189f68595284d75b3c84997ccbe4368c
302	Al_me_I4/CP000724/658338_extraction		terminal_247	WP_048263135.1	1	0.259	0.6192	False	False	1	242	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	23aa33052430a7f4ee674df53900021bd0d1da274a9cf3979ebb45a764f3e14f
302	Al_me_I4/CP000724/658338_extraction		terminal_901	fig|1184267.3.peg.1626	8	0.239	0.7308	False	False	28	289	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	e383aa83b303f95b81a6a21f6bcf0891c30926dc13b80a7d60aebbb3821de0c7
302	Al_me_I4/CP000724/658338_extraction		terminal_95	fig|550.532.peg.617	1	0.225	0.7962	False	False	1	250	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	bcc5a9879045cfe3ff76061d909d6cd187616fded2d02ac7ec50b44b7564325e
302	Al_me_I4/CP000724/658338_extraction		terminal_1619	fig|1946690.3.peg.1553	10	0.225	0.6231	False	False	165	426	260	94b81f940290d3a13e4e4c3662c8cf4d7a19b7ee997e8407bf8a0aeb0bf60584	5e54b8e5bbf379a1b547406488919c1421a13bb30ca0c08c1c136b2d8161081a
303	D143_extraction		terminal_1536	fig|1490.6.peg.2635	9	0.29	0.8231	False	False	13	255	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	a1ce597a55810851cbdf51870ac885e7b273ad5908d624bf54ea7acd907bf6e9
303	D143_extraction		terminal_1181	fig|333990.5.peg.1279	8	0.273	0.7846	False	False	15	269	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	5ba794a5790ad7317742dbcbf36cc4d5dac37233b4a0146e5e3f54958b2d98bd
303	D143_extraction		terminal_401	fig|1523429.3.peg.2936	2	0.258	0.7538	False	False	37	278	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	98b8f2ef05e7bceaf3b96f9f952b8c4202e847f8e1295bb95ad69d665146da0f
303	D143_extraction		terminal_1200	WP_080858354.1	8	0.26	0.8462	False	False	26	279	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	c42d5839241c7a2d645888916e827889ec54e7202d58b376c7dbe79e058299e0
303	D143_extraction		terminal_288	fig|1444151.3.peg.2733	1	0.275	0.7885	False	False	1	252	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	adce52271783cf3aff01be8b028e47b5744b08604b0428a2b9b0f35f52bc191c
303	D143_extraction		terminal_1517	fig|1428.517.peg.2380	9	0.297	0.7615	False	False	13	257	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	7d729c9dbb1ab3b2a068354abe0e0389fe87b815c09d93c09e5b9d425de57ef8
303	D143_extraction		terminal_353	fig|670.908.peg.3444	1	0.267	0.7885	False	False	178	420	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	19a4acfc2385494cb8c18bd090dd6f9fcb0a8a9d4a271fc64a76c13161788a6c
303	D143_extraction		terminal_290	fig|573.14856.peg.3852	1	0.253	0.8115	False	False	1	250	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	ed37d7b0487c3eefcb44077f9afd879ec33141e2ce06dd23ea25df2a3fa8eb83
303	D143_extraction		terminal_291	WP_072021595.1	1	0.262	0.8115	False	False	1	250	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	d902ccaa8fa92ee94ba2fba0e68d70861272a117fca5ed365f6250c5604ca1a0
303	D143_extraction		terminal_398	fig|1197728.3.peg.2386	2	0.265	0.8231	False	False	36	278	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	417fa901a64ef0cb94775b910712d0415253695fd4758e724a846a79fcd90571
303	D143_extraction		terminal_107	fig|666.3258.peg.1211	1	0.274	0.7962	False	False	11	266	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	4caaa2e4a2858b66739b5a935efa31e946f2ce1218fe8c96aaf77dff4e9a4a98
303	D143_extraction		terminal_1593	fig|76857.53.peg.2245	9	0.293	0.6538	False	False	34	276	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	57ec4ed6e9923aec4d3f689598ac5c73db8aa799ddbcd5705dc5c7bd0c1e40c4
303	D143_extraction		terminal_1222	fig|470.4256.peg.2128	8	0.266	0.7654	False	False	1	244	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	4053b30a9aed06b218910644919ad784eaf7fa3eba302abf2a75ba8d711c4c0e
303	D143_extraction		terminal_289	WP_137545672.1	1	0.256	0.7423	False	False	1	250	260	032e6be180d98f0b56c56627b683b302b40f4fe2201fd8653ff90ef3b646a8aa	5a2a97bdfc8203a9828661b74fe92ec39d0536dd422754c4e4526bd67aeadde7
