terminal	set	protein_len	tte_status	tte_template	tte_template_identity	tte_start	tte_end	mcc2_status	mcc2_start	mcc2_end	mcc2_core_start	mcc2_core_end	toro_stated_start	toro_stated_end
terminal_462	CLEAN	322	TTE_EXTRACTED	T596	0.546	44	246	EXTRACTABLE	42	245	60.0	236.0		
terminal_463	CLEAN	354	TTE_EXTRACTED	T597	0.588	40	270	EXTRACTABLE	67	269	84.0	260.0		
terminal_464	CLEAN	321	TTE_EXTRACTED	T597	0.502	9	239	EXTRACTABLE	38	238	53.0	229.0		
terminal_465	CLEAN	350	TTE_EXTRACTED	T597	0.483	39	269	EXTRACTABLE	52	266	83.0	259.0		
terminal_466	CLEAN	319	TTE_EXTRACTED	T597	0.497	6	235	EXTRACTABLE	32	233	50.0	226.0	34	235
terminal_467	CLEAN	387	TTE_EXTRACTED	T597	0.502	10	239	EXTRACTABLE	36	237	54.0	230.0	38	239
terminal_468	CLEAN	319	TTE_EXTRACTED	T596	0.733	34	235	EXTRACTABLE	30	233	50.0	225.0		
terminal_469	OTHER_SUBSTITUTE	323	TTE_EXTRACTED	T596	0.663	34	235	EXTRACTABLE	33	234	50.0	225.0		
terminal_470	CLEAN	311	TTE_EXTRACTED	T596	0.561	34	236	EXTRACTABLE	32	229	50.0	226.0		
terminal_471	CLEAN	314	TTE_EXTRACTED	T597	0.502	6	236	EXTRACTABLE	32	228	50.0	226.0		
terminal_472	CLEAN	345	TTE_EXTRACTED	T597	0.51	16	246	EXTRACTABLE	40	245	60.0	236.0		
terminal_473	CLEAN	327	TTE_EXTRACTED	T597	0.445	17	247	EXTRACTABLE	46	246	61.0	237.0		
terminal_474	CLEAN	327	TTE_EXTRACTED	T597	0.476	17	247	EXTRACTABLE	44	245	61.0	237.0		
terminal_475	CLEAN	322	TTE_EXTRACTED	T597	0.424	12	241	EXTRACTABLE	38	240	55.0	231.0		
terminal_476	OTHER_SUBSTITUTE	361	TTE_NO_TEMPLATE					EXTRACTABLE	56	355	97.0	345.0		
terminal_477	CLEAN	317	TTE_EXTRACTED	T597	0.441	12	240	EXTRACTABLE	32	239	54.0	230.0		
terminal_478	CLEAN	317	TTE_EXTRACTED	T597	0.458	12	242	EXTRACTABLE	28	235	56.0	232.0		
terminal_479	OTHER_SUBSTITUTE	317	TTE_EXTRACTED	T596	0.442	36	240	EXTRACTABLE	34	237	52.0	230.0		
terminal_480	CLEAN	325	TTE_EXTRACTED	T597	0.49	8	240	EXTRACTABLE	30	238	52.0	230.0		
terminal_481	CLEAN	319	TTE_EXTRACTED	T596	0.516	38	242	EXTRACTABLE	27	241	54.0	232.0		
terminal_482	CLEAN	315	TTE_EXTRACTED	T597	0.484	9	241	EXTRACTABLE	21	239	53.0	231.0		
terminal_483	CLEAN	314	TTE_EXTRACTED	T596	0.432	35	240	EXTRACTABLE	22	239	52.0	230.0		
terminal_484	CLEAN	325	TTE_EXTRACTED	T596	0.477	39	244	EXTRACTABLE	28	242	56.0	234.0		
terminal_485	CLEAN	513	TTE_EXTRACTED	T597	0.41	43	282	EXTRACTABLE	75	274	91.0	272.0		
terminal_486	CLEAN	311	TTE_EXTRACTED	T582	0.392	9	236	EXTRACTABLE	36	224	42.0	224.0		
terminal_487	CLEAN	408	TTE_EXTRACTED	T634	0.495	43	269	EXTRACTABLE	53	268	68.0	258.0	43	269
terminal_488	CLEAN	408	TTE_EXTRACTED	T634	0.491	43	269	EXTRACTABLE	53	268	68.0	258.0	43	269
terminal_489	CLEAN	406	TTE_EXTRACTED	T636	0.775	41	267	EXTRACTABLE	48	266	66.0	256.0		
terminal_490	CLEAN	404	TTE_EXTRACTED	T636	0.615	35	261	EXTRACTABLE	43	253	60.0	250.0		
terminal_491	CLEAN	396	TTE_EXTRACTED	T636	0.584	29	254	EXTRACTABLE	36	252	54.0	243.0		
terminal_492	CLEAN	395	TTE_EXTRACTED	T636	0.581	29	254	EXTRACTABLE	39	246	54.0	243.0		
terminal_493	CLEAN	396	TTE_EXTRACTED	T636	0.612	29	254	EXTRACTABLE	39	246	54.0	243.0		
terminal_494	CLEAN	394	TTE_EXTRACTED	T636	0.544	30	256	EXTRACTABLE	40	256	55.0	245.0		
terminal_495	CLEAN	394	TTE_EXTRACTED	T636	0.561	30	256	EXTRACTABLE	40	256	55.0	245.0		
terminal_496	CLEAN	395	TTE_EXTRACTED	T636	0.548	30	256	EXTRACTABLE	40	255	55.0	245.0		
terminal_497	CLEAN	398	TTE_EXTRACTED	T636	0.623	30	256	EXTRACTABLE	30	255	55.0	245.0		
terminal_498	CLEAN	400	TTE_EXTRACTED	T635	0.53	33	258	EXTRACTABLE	32	256	58.0	247.0		
terminal_499	CLEAN	399	TTE_EXTRACTED	T635	0.528	33	257	EXTRACTABLE	41	255	58.0	246.0		
terminal_500	CLEAN	390	TTE_EXTRACTED	T634	0.502	25	252	EXTRACTABLE	37	249	52.0	241.0		
terminal_501	CLEAN	408	TTE_EXTRACTED	T635	0.54	29	261	EXTRACTABLE	41	259	54.0	250.0		
terminal_502	CLEAN	407	TTE_EXTRACTED	T635	0.543	31	267	EXTRACTABLE	19	266	56.0	256.0		
terminal_503	CLEAN	407	TTE_EXTRACTED	T635	0.556	31	267	EXTRACTABLE	32	266	56.0	256.0		
terminal_504	CLEAN	407	TTE_EXTRACTED	T635	0.557	31	267	EXTRACTABLE	31	259	56.0	256.0		
terminal_505	CLEAN	387	TTE_EXTRACTED	T635	0.486	26	249	EXTRACTABLE	47	241	53.0	238.0		
terminal_506	CLEAN	374	TTE_EXTRACTED	T633	0.493	5	235	C_TRUNCATED						
terminal_507	CLEAN	399	TTE_EXTRACTED	T635	0.525	29	260	EXTRACTABLE	30	256	54.0	249.0		
terminal_508	CLEAN	412	TTE_EXTRACTED	T635	0.556	34	273	EXTRACTABLE	42	265	59.0	262.0		
terminal_509	CLEAN	398	TTE_EXTRACTED	T635	0.662	29	255	EXTRACTABLE	38	247	53.0	244.0		
terminal_510	CLEAN	399	TTE_EXTRACTED	T635	0.653	29	256	EXTRACTABLE	31	248	54.0	245.0		
terminal_511	CLEAN	395	TTE_EXTRACTED	T635	0.603	29	256	EXTRACTABLE	41	248	54.0	245.0		
terminal_512	CLEAN	400	TTE_EXTRACTED	T635	0.677	30	257	EXTRACTABLE	32	249	55.0	246.0		
terminal_513	CLEAN	395	TTE_EXTRACTED	T635	0.819	29	256	EXTRACTABLE	30	255	54.0	245.0		
terminal_514	CLEAN	395	TTE_EXTRACTED	T634	0.605	29	256	EXTRACTABLE	39	255	54.0	245.0	29	256
terminal_515	CLEAN	401	TTE_EXTRACTED	T635	0.602	29	256	EXTRACTABLE	32	254	55.0	245.0	29	256
terminal_516	CLEAN	394	TTE_EXTRACTED	T635	0.537	27	255	EXTRACTABLE	26	254	52.0	244.0		
terminal_517	CLEAN	398	TTE_EXTRACTED	T635	0.552	32	260	EXTRACTABLE	33	259	57.0	249.0		
terminal_518	CLEAN	396	TTE_EXTRACTED	T635	0.573	29	258	EXTRACTABLE	41	257	54.0	247.0		
terminal_519	CLEAN	395	TTE_EXTRACTED	T635	0.56	29	257	EXTRACTABLE	39	256	54.0	246.0		
terminal_520	CLEAN	398	TTE_EXTRACTED	T634	0.508	30	260	EXTRACTABLE	44	259	55.0	249.0		
terminal_521	CLEAN	397	TTE_EXTRACTED	T635	0.547	29	259	EXTRACTABLE	42	246	56.0	246.0		
terminal_522	CLEAN	398	TTE_EXTRACTED	T633	0.502	33	260	EXTRACTABLE	35	256	57.0	249.0		
terminal_523	CLEAN	398	TTE_EXTRACTED	T633	0.538	33	260	EXTRACTABLE	38	259	57.0	249.0		
terminal_524	CLEAN	395	TTE_EXTRACTED	T635	0.524	29	257	EXTRACTABLE	39	256	54.0	246.0		
terminal_525	CLEAN	401	TTE_EXTRACTED	T635	0.541	32	259	EXTRACTABLE	42	251	57.0	248.0		
terminal_526	CLEAN	400	TTE_EXTRACTED	T634	0.482	30	261	EXTRACTABLE	32	254	55.0	250.0	31	261
terminal_527	CLEAN	408	TTE_EXTRACTED	T633	0.539	31	269	EXTRACTABLE	32	263	55.0	258.0		
terminal_528	CLEAN	407	TTE_EXTRACTED	T633	0.516	33	269	EXTRACTABLE	45	261	59.0	258.0		
terminal_529	CLEAN	386	TTE_EXTRACTED	T633	0.509	27	249	EXTRACTABLE	38	248	51.0	238.0		
terminal_530	CLEAN	392	TTE_EXTRACTED	T635	0.464	28	249	EXTRACTABLE	38	241	53.0	238.0		
terminal_531	CLEAN	393	TTE_EXTRACTED	T638	0.837	30	251	EXTRACTABLE	40	250	56.0	239.0	30	251
terminal_532	CLEAN	393	TTE_EXTRACTED	T641	0.605	28	250	EXTRACTABLE	31	248	52.0	237.0		
terminal_533	CLEAN	393	TTE_EXTRACTED	T641	0.618	28	250	EXTRACTABLE	39	242	52.0	237.0		
terminal_534	CLEAN	393	TTE_EXTRACTED	T642	0.596	28	250	EXTRACTABLE	37	247	52.0	237.0	28	250
terminal_535	CLEAN	392	TTE_EXTRACTED	T642	0.842	28	249	EXTRACTABLE	37	241	51.0	236.0		
terminal_536	CLEAN	393	TTE_EXTRACTED	T642	0.716	28	249	EXTRACTABLE	39	241	51.0	236.0		
terminal_537	CLEAN	393	TTE_EXTRACTED	T642	0.693	28	249	EXTRACTABLE	35	246	51.0	236.0		
terminal_538	CLEAN	413	TTE_EXTRACTED	T644	0.611	47	270	EXTRACTABLE	56	268	70.0	257.0		
terminal_539	CLEAN	392	TTE_EXTRACTED	T644	0.666	26	249	EXTRACTABLE	35	247	49.0	236.0		
terminal_540	CLEAN	392	TTE_EXTRACTED	T644	0.617	26	249	EXTRACTABLE	35	247	49.0	236.0		
terminal_541	CLEAN	391	TTE_EXTRACTED	T643	0.809	26	247	EXTRACTABLE	34	239	49.0	234.0	26	247
terminal_542	CLEAN	391	TTE_EXTRACTED	T644	0.809	26	247	EXTRACTABLE	34	245	49.0	234.0	26	247
terminal_543	CLEAN	390	TTE_EXTRACTED	T644	0.579	26	247	EXTRACTABLE	34	245	50.0	235.0		
terminal_544	CLEAN	396	TTE_EXTRACTED	T644	0.528	26	251	EXTRACTABLE	35	249	51.0	237.0		
terminal_545	CLEAN	396	TTE_EXTRACTED	T641	0.515	27	253	EXTRACTABLE	30	252	55.0	240.0		
terminal_546	CLEAN	396	TTE_EXTRACTED	T643	0.533	27	253	EXTRACTABLE	30	252	55.0	240.0		
terminal_547	CLEAN	394	TTE_EXTRACTED	T644	0.575	26	251	EXTRACTABLE	35	249	52.0	238.0		
terminal_548	CLEAN	395	TTE_EXTRACTED	T644	0.531	26	251	EXTRACTABLE	31	250	52.0	238.0		
terminal_549	CLEAN	397	TTE_EXTRACTED	T644	0.562	26	251	EXTRACTABLE	27	249	52.0	238.0		
terminal_550	CLEAN	395	TTE_EXTRACTED	T644	0.533	26	251	EXTRACTABLE	37	250	52.0	238.0		
terminal_551	CLEAN	388	TTE_EXTRACTED	T643	0.612	26	244	EXTRACTABLE	37	242	47.0	231.0		
terminal_552	CLEAN	393	TTE_EXTRACTED	T643	0.542	27	249	EXTRACTABLE	33	246	51.0	236.0		
terminal_553	CLEAN	249	TTE_EXTRACTED	T641	0.481	1	209	EXTRACTABLE	3	207	15.0	196.0		
terminal_554	CLEAN	379	TTE_EXTRACTED	T641	0.485	26	245	EXTRACTABLE	37	243	51.0	232.0		
terminal_555	CLEAN	379	TTE_EXTRACTED	T641	0.468	25	244	EXTRACTABLE	34	242	50.0	231.0		
terminal_556	CLEAN	385	TTE_EXTRACTED	T643	0.462	29	248	EXTRACTABLE	35	246	54.0	235.0		
terminal_557	CLEAN	357	TTE_EXTRACTED	T642	0.452	1	211	N_TRUNCATED						
terminal_558	CLEAN	362	TTE_EXTRACTED	T642	0.423	1	216	EXTRACTABLE	8	208	22.0	203.0		
terminal_559	CLEAN	389	TTE_EXTRACTED	T642	0.459	25	243	EXTRACTABLE	34	240	49.0	230.0		
terminal_560	CLEAN	386	TTE_EXTRACTED	T644	0.438	25	243	EXTRACTABLE	34	235	49.0	230.0		
terminal_561	CLEAN	394	TTE_EXTRACTED	T641	0.402	33	251	EXTRACTABLE	42	243	57.0	238.0		
terminal_562	CLEAN	324	TTE_EXTRACTED	T649	0.52	30	246	EXTRACTABLE	49	239	55.0	236.0		
terminal_563	CLEAN	313	TTE_EXTRACTED	T649	0.502	28	244	EXTRACTABLE	48	234	53.0	234.0		
terminal_564	CLEAN	321	TTE_EXTRACTED	T649	0.488	29	245	EXTRACTABLE	50	235	54.0	235.0		
terminal_565	RNAP_SUBSTITUTE	1406	TTE_NO_TEMPLATE					NO_HIT						
terminal_566	CLEAN	317	TTE_EXTRACTED	T649	0.509	26	242	EXTRACTABLE	39	241	51.0	232.0		
terminal_567	CLEAN	333	TTE_EXTRACTED	T648	0.387	28	243	EXTRACTABLE	38	240	52.0	233.0	27	243
terminal_568	CLEAN	316	TTE_EXTRACTED	T649	0.737	27	243	EXTRACTABLE	33	233	52.0	233.0		
terminal_569	CLEAN	312	TTE_EXTRACTED	T649	0.537	25	241	EXTRACTABLE	40	231	50.0	231.0		
terminal_570	CLEAN	331	TTE_EXTRACTED	T649	0.441	27	245	EXTRACTABLE	33	230	52.0	230.0		
terminal_571	CLEAN	325	TTE_EXTRACTED	T649	0.419	27	243	EXTRACTABLE	38	230	52.0	230.0		
terminal_572	CLEAN	379	TTE_EXTRACTED	T649	0.4	27	243	EXTRACTABLE	44	233	52.0	233.0		
terminal_573	CLEAN	379	TTE_EXTRACTED	T649	0.366	28	244	C_TRUNCATED						
terminal_574	CLEAN	371	TTE_EXTRACTED	T649	0.333	27	245	EXTRACTABLE	46	241	52.0	235.0		
terminal_575	CLEAN	370	TTE_EXTRACTED	T649	0.367	27	241	EXTRACTABLE	24	231	50.0	231.0		
terminal_576	CLEAN	323	TTE_EXTRACTED	T646	0.694	31	247	EXTRACTABLE	52	237	56.0	237.0	82	247
terminal_577	CLEAN	326	TTE_EXTRACTED	T646	0.645	31	247	EXTRACTABLE	50	237	56.0	237.0		
terminal_578	CLEAN	322	TTE_EXTRACTED	T646	0.662	30	246	EXTRACTABLE	42	235	55.0	235.0		
terminal_579	CLEAN	319	TTE_EXTRACTED	T646	0.654	31	247	EXTRACTABLE	49	239	56.0	237.0		
terminal_580	CLEAN	323	TTE_EXTRACTED	T646	0.801	31	247	EXTRACTABLE	52	237	56.0	237.0		
terminal_581	CLEAN	323	TTE_EXTRACTED	T646	0.75	31	247	EXTRACTABLE	49	239	56.0	237.0		
terminal_582	CLEAN	323	TTE_EXTRACTED	T646	0.879	31	247	N_TRUNCATED						
terminal_583	CLEAN	316	TTE_EXTRACTED	T646	0.586	31	247	EXTRACTABLE	45	237	56.0	237.0		
terminal_584	CLEAN	340	TTE_EXTRACTED	T646	0.483	30	243	EXTRACTABLE	48	232	52.0	232.0		
terminal_585	CLEAN	342	TTE_EXTRACTED	T646	0.525	30	243	EXTRACTABLE	38	233	52.0	233.0		
terminal_586	CLEAN	339	TTE_EXTRACTED	T646	0.56	25	241	EXTRACTABLE	38	231	50.0	231.0		
terminal_587	CLEAN	344	TTE_EXTRACTED	T646	0.506	32	248	EXTRACTABLE	58	238	58.0	238.0		
terminal_588	CLEAN	344	TTE_EXTRACTED	T646	0.474	28	244	EXTRACTABLE	49	233	53.0	233.0		
terminal_589	CLEAN	321	TTE_EXTRACTED	T648	0.422	30	250	EXTRACTABLE	39	250	55.0	240.0		
terminal_590	CLEAN	315	TTE_EXTRACTED	T646	0.42	25	245	EXTRACTABLE	39	237	50.0	235.0		
terminal_591	CLEAN	342	TTE_EXTRACTED	T646	0.427	30	249	EXTRACTABLE	39	243	54.0	239.0		
terminal_592	CLEAN	335	TTE_EXTRACTED	T648	0.454	30	249	EXTRACTABLE	37	247	54.0	239.0		
terminal_593	CLEAN	301	TTE_EXTRACTED	T648	0.573	31	250	EXTRACTABLE	38	248	55.0	240.0		
terminal_594	CLEAN	330	TTE_EXTRACTED	T648	0.587	31	250	EXTRACTABLE	40	248	55.0	240.0		
terminal_595	CLEAN	347	TTE_EXTRACTED	T645	0.591	26	256	EXTRACTABLE	32	241	50.0	235.0		
terminal_596	CLEAN	364	TTE_EXTRACTED	T645	0.602	37	265	EXTRACTABLE	41	257	61.0	246.0		
terminal_597	CLEAN	349	TTE_EXTRACTED	T645	0.556	26	258	EXTRACTABLE	35	235	50.0	235.0		
terminal_598	CLEAN	328	TTE_EXTRACTED	T645	0.572	26	254	EXTRACTABLE	35	243	50.0	235.0		
terminal_599	CLEAN	373	TTE_EXTRACTED	T645	0.794	26	260	EXTRACTABLE	25	238	55.0	238.0		
terminal_600	CLEAN	350	TTE_EXTRACTED	T645	0.764	26	254	C_TRUNCATED						
terminal_601	CLEAN	374	TTE_EXTRACTED	T648	0.422	26	250	EXTRACTABLE	35	238	55.0	238.0	26	260
terminal_602	CLEAN	385	TTE_EXTRACTED	T645	0.591	26	255	EXTRACTABLE	35	247	51.0	236.0		
terminal_603	CLEAN	379	TTE_EXTRACTED	T645	0.567	30	258	EXTRACTABLE	50	256	54.0	239.0		
terminal_604	CLEAN	378	TTE_EXTRACTED	T645	0.529	61	289	EXTRACTABLE	64	270	85.0	270.0		
terminal_605	CLEAN	346	TTE_EXTRACTED	T645	0.552	26	255	EXTRACTABLE	38	235	50.0	235.0		
terminal_606	CLEAN	343	TTE_EXTRACTED	T645	0.44	24	258	EXTRACTABLE	34	233	48.0	233.0		
terminal_607	CLEAN	343	TTE_EXTRACTED	T645	0.44	24	258	EXTRACTABLE	26	233	48.0	233.0		
terminal_608	CLEAN	280	TTE_EXTRACTED	T667	0.49	20	236	EXTRACTABLE	18	227	53.0	227.0		
terminal_609	CLEAN	282	TTE_EXTRACTED	T667	0.518	19	234	EXTRACTABLE	36	226	53.0	226.0		
terminal_610	CLEAN	286	TTE_EXTRACTED	T667	0.495	21	238	EXTRACTABLE	24	228	55.0	228.0		
terminal_611	CLEAN	286	TTE_EXTRACTED	T667	0.518	21	238	EXTRACTABLE	27	227	55.0	227.0		
terminal_612	CLEAN	282	TTE_EXTRACTED	T666	0.602	19	237	EXTRACTABLE	17	229	54.0	229.0	19	237
terminal_613	CLEAN	298	TTE_EXTRACTED	T667	0.607	32	250	EXTRACTABLE	32	242	67.0	242.0	32	250
terminal_614	CLEAN	284	TTE_EXTRACTED	T667	0.698	19	237	EXTRACTABLE	37	229	54.0	229.0		
terminal_615	CLEAN	286	TTE_EXTRACTED	T667	0.575	19	236	EXTRACTABLE	36	225	53.0	225.0		
terminal_616	CLEAN	285	TTE_EXTRACTED	T667	0.431	22	239	EXTRACTABLE	22	236	56.0	231.0		
terminal_617	CLEAN	284	TTE_EXTRACTED	T667	0.425	23	239	EXTRACTABLE	18	238	56.0	231.0		
terminal_618	CLEAN	284	TTE_EXTRACTED	T667	0.435	23	239	EXTRACTABLE	32	236	56.0	231.0		
terminal_619	CLEAN	272	TTE_EXTRACTED	T667	0.38	20	230	EXTRACTABLE	6	229	46.0	221.0		
terminal_620	CLEAN	271	TTE_EXTRACTED	T666	0.409	14	231	EXTRACTABLE	37	227	49.0	223.0		
terminal_621	CLEAN	284	TTE_EXTRACTED	T667	0.442	23	240	C_TRUNCATED						
terminal_622	CLEAN	284	TTE_EXTRACTED	T667	0.433	23	240	EXTRACTABLE	24	231	60.0	231.0		
terminal_623	CLEAN	281	TTE_EXTRACTED	T667	0.447	23	240	EXTRACTABLE	39	238	58.0	233.0		
terminal_624	CLEAN	280	TTE_EXTRACTED	T667	0.433	23	240	EXTRACTABLE	31	243	58.0	233.0		
terminal_625	CLEAN	284	TTE_EXTRACTED	T667	0.42	25	242	EXTRACTABLE	36	235	60.0	235.0		
terminal_626	CLEAN	293	TTE_EXTRACTED	T667	0.447	25	242	EXTRACTABLE	41	233	60.0	233.0		
terminal_627	CLEAN	289	TTE_EXTRACTED	T666	0.419	23	240	EXTRACTABLE	23	233	58.0	233.0		
terminal_628	CLEAN	293	TTE_EXTRACTED	T667	0.4	19	243	EXTRACTABLE	19	235	52.0	235.0		
terminal_629	CLEAN	308	TTE_EXTRACTED	T662	0.32	42	253	C_TRUNCATED						
terminal_630	CLEAN	325	TTE_EXTRACTED	T660	0.32	58	260	C_TRUNCATED						
terminal_631	CLEAN	312	TTE_EXTRACTED	T661	0.38	48	261	EXTRACTABLE	40	250	71.0	250.0		
terminal_632	CLEAN	308	TTE_EXTRACTED	T661	0.356	49	256	C_TRUNCATED						
terminal_633	CLEAN	296	TTE_EXTRACTED	T662	0.4	29	241	C_TRUNCATED						
terminal_634	CLEAN	293	TTE_EXTRACTED	T662	0.351	28	240	C_TRUNCATED						
terminal_635	CLEAN	291	TTE_EXTRACTED	T660	0.342	38	244	EXTRACTABLE	35	229	56.0	229.0		
terminal_636	CLEAN	296	TTE_EXTRACTED	T661	0.368	32	237	EXTRACTABLE	39	230	55.0	230.0		
terminal_637	CLEAN	290	TTE_EXTRACTED	T661	0.365	32	237	EXTRACTABLE	33	229	55.0	229.0		
terminal_638	CLEAN	273	TTE_EXTRACTED	T661	0.344	16	222	EXTRACTABLE	26	214	40.0	214.0		
terminal_639	CLEAN	273	TTE_EXTRACTED	T661	0.345	17	222	EXTRACTABLE	23	214	40.0	214.0		
terminal_640	CLEAN	295	TTE_EXTRACTED	T661	0.38	32	237	EXTRACTABLE	41	230	55.0	230.0		
terminal_641	CLEAN	296	TTE_EXTRACTED	T661	0.375	35	240	EXTRACTABLE	36	231	58.0	231.0		
terminal_642	CLEAN	309	TTE_EXTRACTED	T660	0.364	40	242	EXTRACTABLE	40	233	58.0	233.0		
terminal_643	CLEAN	292	TTE_EXTRACTED	T661	0.398	33	238	C_TRUNCATED						
terminal_644	CLEAN	303	TTE_EXTRACTED	T660	0.401	40	243	C_TRUNCATED						
terminal_645	CLEAN	306	TTE_EXTRACTED	T660	0.369	42	245	EXTRACTABLE	46	241	60.0	235.0		
terminal_646	CLEAN	297	TTE_EXTRACTED	T660	0.375	40	243	C_TRUNCATED						
terminal_647	CLEAN	351	TTE_EXTRACTED	T660	0.357	48	249	EXTRACTABLE	58	236	66.0	236.0		
terminal_648	CLEAN	342	TTE_EXTRACTED	T661	0.333	38	244	EXTRACTABLE	38	236	61.0	236.0		
terminal_649	CLEAN	349	TTE_EXTRACTED	T661	0.356	39	245	C_TRUNCATED						
terminal_650	CLEAN	323	TTE_EXTRACTED	T660	0.4	37	239	C_TRUNCATED						
terminal_651	CLEAN	324	TTE_EXTRACTED	T660	0.391	38	240	C_TRUNCATED						
terminal_652	CLEAN	301	TTE_EXTRACTED	T660	0.428	35	241	EXTRACTABLE	34	228	56.0	228.0		
terminal_653	CLEAN	330	TTE_EXTRACTED	T661	0.434	48	254	C_TRUNCATED						
terminal_654	CLEAN	342	TTE_EXTRACTED	T660	0.387	38	239	EXTRACTABLE	49	227	56.0	227.0		
terminal_655	CLEAN	302	TTE_EXTRACTED	T660	0.36	29	231	EXTRACTABLE	36	221	48.0	221.0		
terminal_656	CLEAN	341	TTE_EXTRACTED	T661	0.386	38	244	EXTRACTABLE	49	233	58.0	233.0		
terminal_657	CLEAN	339	TTE_EXTRACTED	T661	0.399	39	244	C_TRUNCATED						
terminal_658	CLEAN	355	TTE_EXTRACTED	T661	0.373	38	245	C_TRUNCATED						
terminal_659	CLEAN	358	TTE_EXTRACTED	T661	0.387	41	247	C_TRUNCATED						
terminal_660	CLEAN	317	TTE_EXTRACTED	T662	0.385	33	244	EXTRACTABLE	40	232	61.0	232.0		
terminal_661	CLEAN	247	TTE_EXTRACTED	T661	0.376	37	245	EXTRACTABLE	53	235	60.0	235.0		
terminal_662	CLEAN	309	TTE_EXTRACTED	T660	0.383	33	236	EXTRACTABLE	43	233	51.0	226.0		
terminal_663	CLEAN	295	TTE_EXTRACTED	T660	0.402	35	238	EXTRACTABLE	41	227	53.0	227.0		
terminal_664	CLEAN	304	TTE_EXTRACTED	T660	0.333	36	239	EXTRACTABLE	43	228	54.0	228.0		
terminal_665	CLEAN	292	TTE_EXTRACTED	T660	0.432	32	235	EXTRACTABLE	45	232	50.0	225.0		
terminal_666	CLEAN	328	TTE_EXTRACTED	T661	0.363	49	259	EXTRACTABLE	58	249	73.0	249.0		
terminal_667	CLEAN	325	TTE_EXTRACTED	T661	0.36	44	250	EXTRACTABLE	48	245	67.0	245.0		
terminal_668	CLEAN	350	TTE_EXTRACTED	T661	0.337	38	254	EXTRACTABLE	49	252	69.0	244.0		
terminal_669	CLEAN	325	TTE_EXTRACTED	T661	0.336	42	257	EXTRACTABLE	42	254	72.0	247.0		
terminal_670	CLEAN	334	TTE_EXTRACTED	T660	0.385	54	257	EXTRACTABLE	53	256	72.0	247.0		
terminal_671	CLEAN	333	TTE_EXTRACTED	T660	0.394	55	259	EXTRACTABLE	55	252	73.0	249.0		
terminal_672	CLEAN	317	TTE_EXTRACTED	T660	0.394	51	254	EXTRACTABLE	46	244	69.0	244.0		
terminal_673	CLEAN	316	TTE_EXTRACTED	T661	0.861	41	249	EXTRACTABLE	51	251	64.0	239.0		
terminal_674	CLEAN	316	TTE_EXTRACTED	T660	0.402	46	249	EXTRACTABLE	49	249	64.0	239.0	41	249
terminal_675	CLEAN	325	TTE_EXTRACTED	T661	0.841	50	258	EXTRACTABLE	58	259	73.0	248.0		
terminal_676	CLEAN	316	TTE_EXTRACTED	T661	0.822	41	249	EXTRACTABLE	50	239	64.0	239.0		
terminal_677	CLEAN	316	TTE_EXTRACTED	T661	0.778	41	249	EXTRACTABLE	52	237	64.0	237.0		
terminal_678	CLEAN	316	TTE_EXTRACTED	T661	0.661	41	249	EXTRACTABLE	48	242	64.0	239.0		
terminal_679	CLEAN	316	TTE_EXTRACTED	T661	0.687	41	249	EXTRACTABLE	46	239	64.0	239.0		
terminal_680	CLEAN	317	TTE_EXTRACTED	T661	0.615	41	249	EXTRACTABLE	53	239	64.0	239.0		
terminal_681	CLEAN	316	TTE_EXTRACTED	T661	0.612	41	249	EXTRACTABLE	44	242	64.0	239.0		
terminal_682	CLEAN	316	TTE_EXTRACTED	T661	0.632	41	249	EXTRACTABLE	52	242	64.0	239.0		
terminal_683	CLEAN	317	TTE_EXTRACTED	T661	0.561	38	250	EXTRACTABLE	48	243	61.0	240.0		
terminal_684	CLEAN	317	TTE_EXTRACTED	T661	0.6	41	250	EXTRACTABLE	40	243	65.0	240.0		
terminal_685	CLEAN	319	TTE_EXTRACTED	T661	0.608	40	252	EXTRACTABLE	42	245	63.0	242.0		
terminal_686	CLEAN	319	TTE_EXTRACTED	T661	0.613	40	252	EXTRACTABLE	43	245	63.0	242.0		
terminal_687	CLEAN	318	TTE_EXTRACTED	T661	0.583	43	251	EXTRACTABLE	43	239	66.0	239.0		
terminal_688	CLEAN	316	TTE_EXTRACTED	T661	0.599	42	249	EXTRACTABLE	42	242	64.0	239.0		
terminal_689	CLEAN	324	TTE_EXTRACTED	T661	0.582	41	249	EXTRACTABLE	34	242	64.0	239.0		
terminal_690	CLEAN	307	TTE_EXTRACTED	T661	0.514	39	247	EXTRACTABLE	53	235	62.0	235.0		
terminal_691	CLEAN	311	TTE_EXTRACTED	T661	0.507	40	248	EXTRACTABLE	47	238	63.0	238.0		
terminal_692	CLEAN	310	TTE_EXTRACTED	T661	0.516	40	247	EXTRACTABLE	37	244	62.0	237.0		
terminal_693	CLEAN	307	TTE_EXTRACTED	T661	0.502	40	247	EXTRACTABLE	35	240	61.0	237.0		
terminal_694	CLEAN	291	TTE_EXTRACTED	T660	0.475	38	241	EXTRACTABLE	39	231	56.0	231.0		
terminal_695	CLEAN	321	TTE_EXTRACTED	T661	0.413	37	245	EXTRACTABLE	50	237	60.0	235.0		
terminal_696	CLEAN	331	TTE_EXTRACTED	T661	0.403	32	236	EXTRACTABLE	32	233	54.0	227.0		
