extractor	design	rep	query	shuffled	true_clade_EVALUATION	best_label	best_label_lwr	best_edge_label	best_edge_lwr	pendant	edpl	n_placements	label_lwr	aligned_frac	status	correct
v3	blocked	8	n25	False	1	1	1.0	1	0.6689	0.3340337176	0.0996871	2	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n133	False	1	1	1.0	1	1.0	0.5769688683	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n160	False	1	1	1.0	1	1.0	0.890775626	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n391	True	2	1	0.8707	1	0.8707	0.1053605157	1.09208	2	"{""1"": 0.8707, ""3"": 0.1293}"	0.8230088495575221	AMBIGUOUS	False
v3	blocked	8	SHUF_n1029	True	8	1	0.9902	1	0.9902	3.7860338518	0.0	1	"{""1"": 0.9902}"	0.7542372881355932	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n331	True	1	9	0.48	9	0.48	0.1053605157	2.96522	3	"{""9"": 0.48, ""4"": 0.3689, ""8"": 0.1503}"	0.8761467889908257	AMBIGUOUS	False
v3	blocked	8	SHUF_n150	True	1	1	1.0	1	1.0	8.0616900707	0.0	1	"{""1"": 1.0}"	0.9074889867841409	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	SHUF_n533	True	3	9	0.6453	9	0.6453	39.6217502654	3.44213	3	"{""9"": 0.6453, ""8"": 0.3547}"	0.7802690582959642	AMBIGUOUS	False
v3	blocked	8	SHUF_n103	True	1	8	0.9372	8	0.4687	21.2589084707	0.635496	3	"{""8"": 0.9372, ""1"": 0.0628}"	0.7288888888888889	AMBIGUOUS	False
v3	blocked	8	SHUF_n46	True	1	1	1.0	1	0.6744	12.684919372	1.38102	2	"{""1"": 1.0}"	0.748898678414097	AMBIGUOUS	True
v3	blocked	8	n459	False	2	2	1.0	2	1.0	0.3079155916	0.0	1	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n365	False	2	2	1.0	2	0.9719	0.1820718413	0.0034236	2	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n415	False	2	2	1.0	2	1.0	0.9125585075	0.0	1	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n348	True	1	2	0.6962	2	0.6962	5.8174364554	1.05827	2	"{""2"": 0.6962, ""1"": 0.3032}"	0.8477366255144033	AMBIGUOUS	False
v3	blocked	8	n528	False	3	3	0.9956	3	0.9956	0.9990920086	0.0	1	"{""3"": 0.9956}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n596	False	3	3	1.0	3	0.9754	0.2906163359	0.00690225	2	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n621	False	3	3	1.0	3	1.0	0.2036169181	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n757	True	3	3	0.9699	3	0.9332	5.4786308777	0.354991	4	"{""3"": 0.9699, ""4"": 0.0211}"	0.7792792792792793	AMBIGUOUS	True
v3	blocked	8	SHUF_n42	True	1	8	0.7439	8	0.7439	5.6330044583	1.58975	4	"{""8"": 0.7439, ""Orphan"": 0.2355, ""3"": 0.0105, ""1"": 0.0101}"	0.7623318385650224	AMBIGUOUS	False
v3	blocked	8	SHUF_n493	True	3	3	1.0	3	1.0	19.7774721701	0.0	1	"{""3"": 1.0}"	0.7389380530973452	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	SHUF_n590	True	3	3	0.8905	3	0.8905	0.1053605157	1.06752	2	"{""3"": 0.8905, ""1"": 0.1095}"	0.6425339366515838	AMBIGUOUS	True
v3	blocked	8	SHUF_n203	True	1	3	0.7345	3	0.6928	4.0972011211	0.648171	3	"{""3"": 0.7345, ""Orphan"": 0.2592}"	0.8828828828828829	AMBIGUOUS	False
v3	blocked	8	n767	False	3	3	1.0	3	1.0	0.3962959028	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1160	True	8	4	1.0	4	0.9875	5.874354549	0.0319407	2	"{""4"": 1.0}"	0.8823529411764706	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n1718	True	10	4	0.8102	4	0.8102	15.4493919406	1.92207	2	"{""4"": 0.8102, ""8"": 0.1898}"	0.6864406779661016	AMBIGUOUS	False
v3	blocked	8	SHUF_n160	True	1	4	1.0	4	1.0	7.4020849535	0.0	1	"{""4"": 1.0}"	0.7863636363636364	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n459	True	2	1	0.9936	1	0.9936	10.1380959658	0.0	1	"{""1"": 0.9936}"	0.7056277056277056	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n950	False	8	8	1.0	8	0.5756	1.558424027	0.597571	2	"{""8"": 1.0}"	0.9968253968253968	AMBIGUOUS	True
v3	blocked	8	n1085	False	8	8	1.0	8	1.0	0.3597229908	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n98	True	1	9	0.921	9	0.921	4.6230679122	0.874272	3	"{""9"": 0.921, ""2"": 0.0656, ""8"": 0.0134}"	0.7555555555555555	AMBIGUOUS	False
v3	blocked	8	SHUF_n903	True	8	8	0.9966	8	0.6227	11.5058457473	2.49922	2	"{""8"": 0.9966}"	0.5422077922077922	AMBIGUOUS	True
v3	blocked	8	SHUF_n60	True	1	8	0.9446	8	0.9446	0.1053605157	0.635355	2	"{""8"": 0.9446, ""1"": 0.0553}"	0.777292576419214	AMBIGUOUS	False
v3	blocked	8	SHUF_n961	True	8	2	0.6031	2	0.6031	100.0	3.09694	2	"{""2"": 0.6031, ""8"": 0.3969}"	0.6144200626959248	AMBIGUOUS	False
v3	blocked	8	n1484	False	9	9	0.9983	9	0.9983	0.7162902374	0.0	1	"{""9"": 0.9983}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1554	False	9	9	1.0	9	1.0	0.3767769842	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1563	False	9	9	0.9834	9	0.9173	0.6200398801	0.0336424	2	"{""9"": 0.9834}"	1.0	AMBIGUOUS	True
v3	blocked	8	n1574	False	9	9	1.0	9	0.6276	0.5864432308	0.0761703	2	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1867	False	11	11	1.0	11	0.6823	0.1053605157	0.0530421	2	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1886	False	11	11	1.0	11	1.0	0.2126821102	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n33	False	1	1	1.0	1	1.0	0.7842040059	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n61	False	1	1	1.0	1	1.0	0.4468002962	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n145	False	1	1	1.0	1	1.0	0.965322645	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n203	False	1	1	1.0	1	1.0	0.7915572299	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n274	False	1	1	1.0	1	1.0	0.6932777595	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n320	False	1	1	1.0	1	0.494	0.3901591972	0.0364025	3	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n440	True	2	1	1.0	1	1.0	3.8398774354	0.0	1	"{""1"": 1.0}"	0.8051948051948052	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n1108	True	8	1	0.5398	1	0.5398	5.1751773917	2.76916	2	"{""1"": 0.5398, ""8"": 0.4602}"	0.694006309148265	AMBIGUOUS	False
v3	blocked	8	n348	False	1	1	0.9997	1	0.9997	0.6614328406	0.0	1	"{""1"": 0.9997}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n440	False	2	2	1.0	2	1.0	0.7567578793	0.0	1	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n948	True	8	3	1.0	3	1.0	16.8583729537	0.0	1	"{""3"": 1.0}"	0.7124600638977636	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n1563	True	9	8	0.968	8	0.968	10.8104898348	0.331613	2	"{""8"": 0.968, ""3"": 0.0261}"	0.7288135593220338	AMBIGUOUS	False
v3	blocked	8	SHUF_n1351	True	9	3	0.9923	3	0.9923	0.1053605157	0.0	1	"{""3"": 0.9923}"	0.6761133603238867	CONFIDENTLY_PLACED	False
v3	blocked	8	n733	False	3	3	1.0	3	1.0	0.6530693224	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1849	True	11	4	1.0	4	0.9746	8.6673110876	0.0923144	2	"{""4"": 1.0}"	0.8666666666666667	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n864	False	8	8	1.0	8	1.0	0.4517248092	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n878	False	8	8	1.0	8	1.0	0.7165678112	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n995	False	8	8	0.9986	8	0.6084	0.2329573478	0.0268859	3	"{""8"": 0.9986}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1049	False	8	8	1.0	8	1.0	0.4307575957	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1138	False	8	8	1.0	8	1.0	0.3256289816	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1085	True	8	8	1.0	8	0.5038	17.9421198817	1.23293	3	"{""8"": 1.0}"	0.6385135135135135	AMBIGUOUS	True
v3	blocked	8	n1191	False	8	8	1.0	8	1.0	0.9995871464	0.0	1	"{""8"": 1.0}"	0.9871244635193133	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1907	True	11	9	1.0	9	1.0	10.9184224668	0.0	1	"{""9"": 1.0}"	0.656	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n1332	False	9	9	1.0	9	1.0	0.9156900146	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1863	False	11	11	1.0	11	1.0	0.5757992882	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1907	False	11	11	1.0	11	1.0	0.3127358693	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n122	False	1	1	1.0	1	1.0	0.4203736503	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n42	False	1	1	1.0	1	1.0	0.5831943603	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n141	False	1	1	1.0	1	1.0	0.5833192109	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n202	False	1	1	1.0	1	1.0	0.5082424692	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n61	True	1	1	1.0	1	0.9267	9.0929170446	0.426305	2	"{""1"": 1.0}"	0.7947598253275109	AMBIGUOUS	True
v3	blocked	8	SHUF_n50	True	1	8	0.9925	8	0.9925	12.8783886637	0.0	1	"{""8"": 0.9925}"	0.7412280701754386	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n1484	True	9	1	1.0	1	0.7485	5.2287005445	1.08384	2	"{""1"": 1.0}"	0.8666666666666667	AMBIGUOUS	False
v3	blocked	8	SHUF_n145	True	1	9	0.9932	9	0.9932	7.8513465102	0.0	1	"{""9"": 0.9932}"	0.7544642857142857	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n3	True	1	1	0.9979	1	0.9979	0.1053605157	0.0	1	"{""1"": 0.9979}"	0.7433628318584071	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1138	True	8	Orphan	0.8403	Orphan	0.8403	6.0503529558	0.597691	3	"{""Orphan"": 0.8403, ""1"": 0.101, ""2"": 0.0587}"	0.9233576642335767	AMBIGUOUS	False
v3	blocked	8	SHUF_n365	True	2	1	1.0	1	0.8483	5.1800167027	0.538604	2	"{""1"": 1.0}"	0.911504424778761	AMBIGUOUS	False
v3	blocked	8	SHUF_n415	True	2	1	1.0	1	1.0	5.127513755	0.0	1	"{""1"": 1.0}"	0.7654867256637168	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n763	True	3	1	1.0	1	1.0	5.4665511386	0.0	1	"{""1"": 1.0}"	0.9120370370370371	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n1032	True	8	4	0.7544	4	0.7544	5.6879250402	1.38105	2	"{""4"": 0.7544, ""2"": 0.2456}"	0.7542372881355932	AMBIGUOUS	False
v3	blocked	8	SHUF_n1368	True	9	Orphan	0.7867	Orphan	0.7867	5.0011495592	0.632004	2	"{""Orphan"": 0.7867, ""1"": 0.2133}"	0.9153225806451613	AMBIGUOUS	False
v3	blocked	8	n511	False	3	3	1.0	3	0.8276	0.8292627747	0.0538277	3	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n574	False	3	3	1.0	3	1.0	0.969408989	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n590	False	3	3	1.0	3	1.0	1.3132403561	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n618	False	3	3	1.0	3	1.0	0.2359511783	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n681	False	3	3	0.9973	3	0.9973	0.4749654294	0.0	1	"{""3"": 0.9973}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1049	True	8	3	1.0	3	1.0	0.1053605157	0.0	1	"{""3"": 1.0}"	0.6923076923076923	CONFIDENTLY_PLACED	False
v3	blocked	8	SHUF_n166	True	1	4	1.0	4	0.9702	4.8248713704	0.0459519	2	"{""4"": 1.0}"	0.8026905829596412	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n832	False	7	7	1.0	7	1.0	0.5693443899	0.0	1	"{""7"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n912	False	8	8	1.0	8	1.0	0.4179155445	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1108	False	8	8	1.0	8	1.0	0.1762477667	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n867	True	8	3	0.9972	3	0.9972	10.1267086421	0.0	1	"{""3"": 0.9972}"	0.6006389776357828	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n1227	False	8	8	1.0	8	1.0	1.4060617407	0.0	1	"{""8"": 1.0}"	0.9875	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	n1323	False	9	9	1.0	9	1.0	0.4404501745	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1395	False	9	9	0.9978	9	0.6709	1.0728364845	0.0973981	2	"{""9"": 0.9978}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1417	False	9	9	1.0	9	1.0	1.1392613361	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1494	False	9	9	1.0	9	1.0	1.4440430988	0.0	1	"{""9"": 1.0}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	n1604	False	9	9	1.0	9	0.5891	1.344687844	0.188064	2	"{""9"": 1.0}"	0.9908675799086758	AMBIGUOUS	True
v3	blocked	8	n1718	False	10	10	1.0	10	0.6902	0.6437832726	0.0555745	4	"{""10"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1849	False	11	11	1.0	11	1.0	0.571143745	0.0	1	"{""11"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n50	False	1	1	1.0	1	1.0	0.3213655861	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n103	False	1	1	1.0	1	1.0	0.1714600971	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n152	False	1	1	1.0	1	1.0	0.2912085044	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n173	False	1	1	1.0	1	1.0	0.6060472293	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1227	True	8	Orphan	0.86	Orphan	0.86	4.7959086107	0.604903	3	"{""Orphan"": 0.86, ""1"": 0.1147, ""8"": 0.0187}"	0.8958333333333334	AMBIGUOUS	False
v3	blocked	8	SHUF_n592	True	3	1	1.0	1	1.0	21.3912674408	0.0	1	"{""1"": 1.0}"	0.7	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n106	True	1	1	1.0	1	1.0	6.7620368404	0.0	1	"{""1"": 1.0}"	0.8165938864628821	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	SHUF_n1574	True	9	1	0.9913	1	0.9913	13.8213191947	0.0	1	"{""1"": 0.9913}"	0.8686440677966102	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n596	True	3	1	1.0	1	1.0	0.1053605157	0.0	1	"{""1"": 1.0}"	0.7510917030567685	CONFIDENTLY_PLACED	False
v3	blocked	8	SHUF_n1614	True	10	1	1.0	1	1.0	5.953205971	0.0	1	"{""1"": 1.0}"	0.6984732824427481	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n481	False	2	2	0.9927	2	0.9927	1.5657153282	0.0	1	"{""2"": 0.9927}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	n379	False	2	2	1.0	2	1.0	0.1369948071	0.0	1	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n493	False	3	3	1.0	3	1.0	0.3346919991	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n439	True	2	3	0.9998	3	0.9998	6.8891400403	0.0	1	"{""3"": 0.9998}"	0.7792207792207793	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n189	True	1	4	0.98	4	0.8692	10.5290188656	0.445243	3	"{""4"": 0.98, ""3"": 0.02}"	0.7248908296943232	AMBIGUOUS	False
v3	blocked	8	n726	False	3	3	1.0	3	0.954	1.5277290029	0.0467343	2	"{""3"": 1.0}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	n774	False	3	3	1.0	3	1.0	0.9264852914	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n154	True	1	8	0.9878	8	0.9878	8.4880461847	0.192839	2	"{""8"": 0.9878, ""3"": 0.0122}"	0.7946428571428571	AMBIGUOUS	False
v3	blocked	8	n1368	False	9	9	1.0	9	1.0	0.287650231	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1334	False	9	9	1.0	9	1.0	0.6543166771	0.0	1	"{""9"": 1.0}"	0.9744525547445255	CONFIDENTLY_PLACED	True
v3	blocked	8	n1418	False	9	9	1.0	9	1.0	0.9016583658	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1461	False	9	9	1.0	9	1.0	0.5781908586	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n106	False	1	1	1.0	1	0.9013	0.7932206156	0.0150183	2	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1491	True	9	1	1.0	1	1.0	6.3859833007	0.0	1	"{""1"": 1.0}"	0.7761904761904762	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n25	True	1	1	1.0	1	1.0	17.3632299161	0.0	1	"{""1"": 1.0}"	0.8377192982456141	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	SHUF_n1332	True	9	1	1.0	1	1.0	5.0291972557	0.0	1	"{""1"": 1.0}"	0.7004048582995951	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n736	True	3	1	0.7624	1	0.6936	7.7042051324	2.20892	3	"{""1"": 0.7624, ""8"": 0.2376}"	0.8388429752066116	AMBIGUOUS	False
v3	blocked	8	SHUF_n858	True	8	1	1.0	1	1.0	10.3752095134	0.0	1	"{""1"": 1.0}"	0.5961538461538461	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n574	True	3	1	1.0	1	1.0	5.9549216587	0.0	1	"{""1"": 1.0}"	0.7945205479452054	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n254	True	1	1	1.0	1	1.0	5.9439939744	0.0	1	"{""1"": 1.0}"	0.7330316742081447	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	SHUF_n1554	True	9	1	1.0	1	1.0	0.1053605157	0.0	1	"{""1"": 1.0}"	0.7184873949579832	CONFIDENTLY_PLACED	False
v3	blocked	8	SHUF_n1417	True	9	2	0.544	2	0.544	8.888942302	1.38069	2	"{""2"": 0.544, ""1"": 0.4545}"	0.8529411764705882	AMBIGUOUS	False
v3	blocked	8	n405	False	2	2	1.0	2	1.0	0.9189223543	0.0	1	"{""2"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n511	True	3	3	0.9999	3	0.9999	0.1053605157	0.0	1	"{""3"": 0.9999}"	0.6973684210526315	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n918	True	8	3	1.0	3	1.0	0.1053605157	0.0	1	"{""3"": 1.0}"	0.5946843853820598	CONFIDENTLY_PLACED	False
v3	blocked	8	n763	False	3	3	1.0	3	1.0	0.9336728455	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n216	True	1	4	1.0	4	0.7819	8.3991614926	0.639022	2	"{""4"": 1.0}"	0.6383928571428571	AMBIGUOUS	False
v3	blocked	8	SHUF_n1867	True	11	4	1.0	4	1.0	13.6212964827	0.0	1	"{""4"": 1.0}"	0.5877862595419847	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n867	False	8	8	1.0	8	1.0	0.8489468177	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1160	False	8	8	1.0	8	1.0	0.2859710116	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1221	False	8	8	1.0	8	1.0	1.2176113203	0.0	1	"{""8"": 1.0}"	1.0	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	True
v3	blocked	8	n1351	False	9	9	1.0	9	1.0	1.0620045817	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1431	False	9	9	1.0	9	1.0	0.5012772684	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1538	False	9	9	1.0	9	1.0	0.2711787515	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n154	False	1	1	1.0	1	1.0	0.8898095102	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n184	False	1	1	1.0	1	1.0	1.3268312915	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n315	False	1	1	1.0	1	1.0	0.3159303665	0.0	1	"{""1"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n621	True	3	1	1.0	1	1.0	8.0677250352	0.0	1	"{""1"": 1.0}"	0.9403669724770642	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n533	False	3	3	1.0	3	1.0	0.5058240646	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n592	False	3	3	1.0	3	1.0	0.6564923729	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1482	True	9	3	1.0	3	1.0	8.1836039961	0.0	1	"{""3"": 1.0}"	0.7523809523809524	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	SHUF_n520	True	3	3	1.0	3	1.0	0.1053605157	0.0	1	"{""3"": 1.0}"	0.7445887445887446	CONFIDENTLY_PLACED	True
v3	blocked	8	n736	False	3	3	1.0	3	1.0	0.2970704928	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n742	False	3	3	1.0	3	1.0	0.2590176712	0.0	1	"{""3"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n858	False	8	8	1.0	8	1.0	0.207147805	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n939	False	8	8	1.0	8	1.0	0.2554874844	0.0	1	"{""8"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	SHUF_n1314	True	9	8	1.0	8	1.0	13.5776740668	0.0	1	"{""8"": 1.0}"	0.7860082304526749	OUTSIDE_WELL_SUPPORTED_HISTORICAL_CLADE_SPACE	False
v3	blocked	8	n1314	False	9	9	1.0	9	1.0	0.3869839431	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1491	False	9	9	1.0	9	1.0	0.6059101441	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
v3	blocked	8	n1467	False	9	9	1.0	9	1.0	0.8498796414	0.0	1	"{""9"": 1.0}"	1.0	CONFIDENTLY_PLACED	True
