component_id	component_key	n_pairs	fold	T1	T2	T3	T4
CMP00449	Nac295d65c4801f0fd0fea103262e40931933158faa9a15df41896af2b248ceff	2	test	2	2	2	0
CMP00450	Nade0b858ae7160a1a2d746fa5114dc2e7bd193e3bd2c0b0432e6b4102c5b005f	2	train	2	2	1	0
CMP00451	Nb2444a259e07a9bc295c695b63ff2b3b4bce7ff11861b62cad5214611c8fa514	2	val	2	2	2	0
CMP00452	Nb278af76423603dbc20422d7551b4435897ffe672138d716a8c6719283cb6999	2	test	2	2	2	0
CMP00453	Nb6dc8c3a156ae7ed5e2851e52233019729ac7792eb09aae7bd84c8ebcaebd912	2	train	2	2	2	0
CMP00454	Nb7b81acd3cce7bee8a97edada0140f3c8ca128223dabd4ecc5427eafefb86f83	2	val	2	2	1	0
CMP00455	Nba236f2a15070d8291fd3add2d845e1c2e3318b507b697a24472234e39423160	2	test	2	2	2	0
CMP00456	Nbe18067b64f1e351d0080d3eee631532b2e079ca4bc40d0d683b7a850bd8a64e	2	train	2	1	1	1
CMP00457	Nc52bbf7f05e4b794b60930f970d7c70c18108dae4af209d3806e3981b02c857d	2	val	2	2	0	0
CMP00458	Nc5de8b636c119aca9477ef942da45e750414b02a52e9acff218dcc59c8f45cce	2	test	0	0	0	0
CMP00459	Nc8cfc9de8e8ad396269a620ae4fa6aaff0ff220e0086502f8604c81dc9d94c28	2	train	2	1	1	0
CMP00460	Ncab1162e0b48bd163510b4efcef26e44b15a6c71814e9d93283c6bcbb9018f47	2	val	2	2	2	0
CMP00461	Ncbbb26c7fe7d8ec9782095fb8e74613a932b43a87dbf5ec6f0493228f6eb7917	2	test	2	2	0	0
CMP00462	Ncc607c3541b32a386b67bccef72670ee92699c58f9ae0b953557fb42fff146ab	2	train	2	2	0	0
CMP00463	Ncd14e84656633445ef5c5ac65470537872bd43689fc2fd758cb74cef91ee99d0	2	val	2	1	0	0
CMP00464	Ncdb2b57e8abd34d821e312a64854a8256e2d25033044d4320d446dd148cb1ec7	2	test	2	2	2	0
CMP00465	Nd5cade5125c10763f906633679ac965cd004411123007d3639669c4c7b6b8340	2	train	0	0	0	0
CMP00466	Nd63c57d2c28fefdaf66532ba5aa024b0e97dad19138e1deb4ec569bdbe111ea9	2	val	2	2	2	0
CMP00467	Nd69bdd8f8f25e5b23ea26331d3fb1d4e5424ef0e6c14b8e09c26d40dda039e53	2	test	2	2	1	0
CMP00468	Nd7609d313302bb490ea063682dd0ff9df83df73fb6269be96937024af6121fce	2	train	2	0	0	0
CMP00469	Nd786ef68d2b69e6ea355b1fb8f46b01d8f9db053d35c04c2f4a6c6f3f7d3502d	2	val	2	2	1	0
CMP00470	Nd8e62394461203d40dec90fa33c1dca20471b13e3614f217485ba22bf454b46e	2	test	2	1	1	0
CMP00471	Nd9f839018dfc85feeb20d3b170059f7f484ae99afcf82149bb1aa0219795289a	2	train	2	0	0	0
CMP00472	Ndb0d999ba20b819154d2bee3d4b397f90f18e82426b0d0be72a54c4357de47b3	2	val	2	2	2	1
CMP00473	Ndd0b2f5454c07efab82dfa1d7a1338051434854570bfb8878ce479e8eb0bef31	2	test	1	1	1	0
CMP00474	Ne1cad92380acf2deaaeec98887195e1305bd6394f3afe8e67c0974eb153c0659	2	train	2	2	2	1
CMP00475	Ne2dc0650ba665229319651591f18e19280e75948c5fb695db0c72905cd0cb5db	2	val	2	0	0	0
CMP00476	Ne50f911d62f4e9ffefb63721f1f5d2310fb9d3d1ccf4702004d0c0144951902e	2	test	2	2	2	1
CMP00477	Ne59e0d76c8939d6fb5517dbde1b239d81618c5439407041916e642832288464d	2	train	2	2	1	0
CMP00478	Ne94fc44f3dabee616fbda1e176c254fe58352e137cbca92e113b20e18659a490	2	val	2	0	0	0
CMP00479	Ne9e091195f4b58e4da3b917b281348db597cef9f422e147fba7d17eeb55e6f49	2	test	2	1	0	0
CMP00480	Nea2c9caa0c1558f1db1d42a008e87d5a9bd99b839929aaf7090227a687f496de	2	train	2	2	2	0
CMP00481	Nead91a79a6f9abfd5b28449fe60e57f58e7ecaae3a19afc3cbd3de43fae0db90	2	val	2	2	1	0
CMP00482	Neb521d04d573b8448c4031ad238b73246efc04302583e38f274ef7165835bfec	2	test	2	0	0	0
CMP00483	Nec96891526d611e31f83edadcce32d4e81b451b9327b1d9096b2c162c8c57f99	2	train	2	2	2	0
CMP00484	Nedcb4f90c7cad2c13cfbaec1c6e554b157c644007d9d000c34c98109c9acb8e5	2	val	2	2	2	1
CMP00485	Nf2282a9d047f582f1e7f9d15f3bd2ad994ca285830f33576ad2696db157bc1b1	2	test	2	2	2	0
CMP00486	Nf2642c7a0bc9a0365b9ceaacbc05b556823b2377497cdc0659c9686d8be42d1f	2	train	2	2	2	1
CMP00487	Nf51fee13697e7e385752a8444cecb7bf8e8bebccfb03cd53ffb3bc210c9c6d8b	2	val	2	2	2	0
CMP00488	Nf5362a27c0b9680e73f4b2cfd6e24982806fe96953de4e0560695132754e1f73	2	test	2	2	0	0
CMP00489	Nf5757e70f8d040a83c7bfc5d04838a46fc7e86604089460ee9df47f4b3bdc12e	2	train	2	2	2	0
CMP00490	Nf8fe7af34f0cdd8253db55d5d5e34b191d472577ae586574fa504f978167b46c	2	val	2	1	0	0
CMP00491	Nfb628f23c9c4a70037409197cf8c675f2c02aa3314696e01cc711374fef84816	2	test	2	2	0	0
CMP00492	Nffe080d1ec72cbc9e70ebdcf131662ccc2a3a0af7355d0075a85c08e72a27a3b	2	train	2	2	1	0
CMP00493	Nffecced80df2eb3bfa2136ee55f98a2a4eeb5163ac0c20df9c70e237dd5129ec	2	val	2	2	2	0
CMP00494	N00d19f0135336c07cc3e8e6332ab6dc5a83bd83edbf4554671c9bbb7e9c1c57b	1	test	1	0	0	0
CMP00495	N00d477e3ff8cf04000f010f3f5fffd33c397539b92b9db80e87904d68ce1882c	1	train	1	1	0	0
CMP00496	N00e079c80a724ef24b164adb76b2a4436b21f7cb733fd8908477b41c14de9541	1	test	1	0	0	0
CMP00497	N01045988da83b639f9d58bbe4fcacc7d6fc2a63961e745621187b50eb5a5b21c	1	train	1	0	0	0
CMP00498	N0105c2544f649bda3c9a9a04ea580a0c6476814ffb06e9497dc7ad49b594940c	1	val	1	1	1	0
CMP00499	N018c033a9fb89591ace786636ef5fd483627a185d31f7423ac4ae6082e472bdc	1	test	1	1	0	0
CMP00500	N01c17a146f5b890e288e27c55d5ec47e1c2ab8fe48b910656dd7d7f44a306ad7	1	train	1	0	0	0
CMP00501	N027053be92d3ca465ed4965312db35269e443f00abb3c41cec656c1698bba657	1	val	0	0	0	0
CMP00502	N02c894016534a3e9653f7599ead6ecedc0a3785b0e4546169b74dbfb5e998010	1	test	0	0	0	0
CMP00503	N02f8a1c9d1fd261036f1a3709feb112bc3a6aed52d7eb66649f7bac53f771325	1	train	1	1	1	0
CMP00504	N0308e5df053be168d989e14835d6824beef951706e3d59f51a978ca4c0f4821b	1	val	1	1	0	0
CMP00505	N0345346bafd8abff03fe38e17127246e466de3849e39d23ecf7cca668ed039c4	1	test	1	1	1	1
CMP00506	N04207930bc1c4783be62d4b2ffc4c67c0d190238ecf06d6fed95b41f79c41dc7	1	train	1	0	0	0
CMP00507	N0511c825eaf6eba132d3f87647b12722250ec95f5edd4b277204833a3110db3a	1	val	1	1	1	1
CMP00508	N055d3e3bfb4554fd97bd4024cafd3dd5b3ac745d99dbb69e9acd78665718ced4	1	test	1	1	1	1
CMP00509	N057512065857df536224f46dfea513cc4b8159a0d5f47a70c22b5c43874608dd	1	train	1	0	0	0
CMP00510	N06fc11daf18362fa8dbc32c298a175973f4a7175d53d30b85d353c72096b34ee	1	val	1	1	1	0
CMP00511	N082228ba002433393c1e0e696dac58d231fd3297f6780434751c788d3773366d	1	test	1	1	1	0
CMP00512	N08df4fd61e40b8b7feb7e2f2ca5c861bbb2ccea71babce341cd79661123d9dc4	1	train	1	1	0	0
CMP00513	N0909d2e0a2c1b7bc66a77dabbf9765091b1803a52965596a6e5ba590604cf3e4	1	val	1	0	0	0
CMP00514	N09a1497b3415964b0132b83208402fadc95325981bdc8a3c33586d3a25b131c9	1	test	1	1	0	0
CMP00515	N0aae10216a7067f9c5d68f9f427220e6f21b0c78df33cbd00966f69e5f516b0f	1	train	1	1	0	0
CMP00516	N0b87c60154148bbec9c2ba2558e27c6bc97556d93a4e01809907613698ce3133	1	val	1	0	0	0
CMP00517	N0bf88c012629823ecbaef13295c4bd8201c4fd2471b6816854a36521bfba28a9	1	test	1	1	1	0
CMP00518	N0c1443a5d1523060ed2d0961312af65954c8c8cc482485ef1509f9fa9c50b4fb	1	train	1	1	1	0
CMP00519	N0ca75d3fe50550ce3a97db9421ab46d7fcdfcba3b2cace9ee46fb866f9042e90	1	val	1	1	1	1
CMP00520	N0d5eef06fe4eaf9ded3c4578860de3a6a5aa9026639cb0370b2136c5a7c3ffe4	1	test	1	1	0	0
CMP00521	N0d834f1287357090adcfddfb9beb6b7ef49497d6fcc4489311f4013584f73c7c	1	train	1	1	0	0
CMP00522	N0dc32c2207045eeec23e01d0a960631360a42daf6b3b0ceb4a73dd54c19b7cd4	1	val	0	0	0	0
CMP00523	N0e8d78ed963c4cb8cd14c17852cd8f9c3a9edffc9ff4b4d737003a89e975cf74	1	test	1	1	0	0
CMP00524	N0f2b8e6a018299e6e4259266683f822381d27be2687aff0654792baa98201e6f	1	train	0	0	0	0
CMP00525	N0f3d7dbecb9b6bf1aa380657bddc1f9d6851fe4480d0f9c9cc5453b4aa76feb7	1	val	1	0	0	0
CMP00526	N0f9654217d9431c2e9a3b63720ed668496c6722d35d14a086a51b425c565fe26	1	test	1	1	1	0
CMP00527	N0fbf90817fbafc79aaa507d44fa4dbd2e9fab5be86fafc332127e29e3ccf69e6	1	train	1	1	1	0
CMP00528	N0fe7a7db50cf7bff21a53c61a7a481404fc49a128b7ef5ef9074fccd558f51b5	1	val	0	0	0	0
CMP00529	N116e452af47059f28401aade4f4f9051db0179764fc809de8b9e3ca8912ad0a4	1	test	1	1	1	0
CMP00530	N1181f042859085dd8b6ba26b94d8d4f4cbab0cd6b46a01b7269e64e87df03efe	1	train	1	1	0	0
CMP00531	N1365816b2573d3640e9cefbba71af4390b7b0b34702895da80f6b515182c0241	1	val	1	1	0	0
CMP00532	N138d8aef9e765d521d50ac1d95156910f2aa92399b48a46cdf24011c1be2cf38	1	test	1	1	1	0
CMP00533	N144f3acbdcd83f2cd9115072ee1215b127bae48b8009614f6eabab09f2a19ac9	1	train	1	1	0	0
CMP00534	N148061d495702c91b53e91843d2636ae329bc59b04727fd84fcf6deb7c89015a	1	val	1	0	0	0
CMP00535	N14e2fb9590f67080524e21a5dc7501d9255c0576d6d4fb4c936f1a787a1caa9d	1	test	1	1	0	0
CMP00536	N14fd6866f7f82d036266740b22902b5dcb16fdccec3ef6bc49174e77d26d0fd5	1	train	1	0	0	0
CMP00537	N15251c1dc8669ee5f5dbe3f807a1c67738c6d9ea6b38b525e5a28ca3be1689d5	1	val	1	1	0	0
CMP00538	N161612c607c5cf538f40918f075248033c9743730cd2970dd1a486c1a4e26fd9	1	test	1	1	1	0
CMP00539	N163b3dda4a71688601196a2d22f160502300a8de710b300dd15b4132bdfa55ae	1	train	1	1	1	1
CMP00540	N1670c9ffc926f571d7e64aa10c381999ce711053a4338eb6b2b2874154d1fd84	1	val	1	1	1	0
CMP00541	N16ad1f9a92b7ddc911605726a9c756becba0a2b51aceb5a0a46cbeb99fb9f8e3	1	test	1	0	0	0
CMP00542	N16b27d29df0b064523d268e93e4bdef0ebbe96e5270ae77918403996b32f4b92	1	train	1	1	1	0
CMP00543	N16b72db95edabca06745dbc9ebfc353de04ddacee2f6f43ed6655de00359692e	1	val	1	1	1	0
CMP00544	N16f4299f0c26d48b81eb8d6681041bcee2efeed07eccab0ad91e6e2eb00885d6	1	test	1	1	0	0
CMP00545	N17560072804401cc3e318a359a1df64202f68786ff5097130906e41b4fc4d277	1	train	1	0	0	0
CMP00546	N187e3f4f11b92b3accdfb1bc47cb72cd228d95bc42a0eb1d3b86fa6b41bd5a1c	1	val	1	1	1	0
CMP00547	N18b0e32e9d9a10cffa21c0eb18d78c03cbe5dfb8c8425a54ef0c2bd19f723f06	1	test	1	1	0	0
CMP00548	N18d8800dde8e0fbf969bc9a49bb25bb2f8f69c030a501073856d9a0fcf7cbb9e	1	train	1	0	0	0
CMP00549	N18e2ed7961b083ee5d30c38619bb2ff9452bd5bb3c05601f0dafbe33f013e59a	1	val	1	1	1	0
CMP00550	N19648ad0a7a69b11860a6d7acbf1bf965dafc5f1a6835a457bf56aef03617d8a	1	test	1	1	0	0
CMP00551	N1aaaf4997e0932ae730667e20ff0eba478e97bfc7eec26849c20a00de50e4087	1	train	1	1	0	0
CMP00552	N1b104485ea6bd6b22a4bf57773c917b3beb3f2b43893cf748e51c5339a3cb01b	1	val	0	0	0	0
CMP00553	N1b536f6df9ec14baad9a36534b50c70d9e88fe39d2140ddab839df739d636068	1	test	1	1	1	0
CMP00554	N1b75cf852f22cd115670fe5660120c2972d34075a6f853828dd7813278384786	1	train	1	1	0	0
CMP00555	N1c97b7a509f0d5ddcc3745dd868838dae87c9ddbacc92a15cc7b8a9159fc359f	1	val	1	1	0	0
CMP00556	N1d7781a553e1a7a718d74fc06b89907e4b57d5cea7779641a6e08322cc695729	1	test	1	1	0	0
CMP00557	N1db9ea1d128ed7adc82b0777cdabd1d1c33f34de66c545f488698b5f6dc12fe5	1	train	1	0	0	0
CMP00558	N1dea2df005041e0867ff10819727a7799506d8e2588a85989de4b7563cd78d33	1	val	1	1	1	0
CMP00559	N1e0a8b23eb0921cb42c7e975b86be835d758620bbbd10eaa1159b52111eb60f6	1	test	1	1	0	0
CMP00560	N1ec2a60f10b229010c2b7ce04b5cd06a8ddf35c3931cafee77d06ec6ede3973d	1	train	1	1	1	0
CMP00561	N20a31d661293c69e34d2f192319ab48c0bedc37dffcb758a0e82ded7dcce108a	1	val	1	1	1	0
CMP00562	N219d8cfca7b6c84989baffb589962c63df9cb21dca7ed188b3368dff10690521	1	test	1	1	1	0
CMP00563	N21b2f9717ae46d8652e19c0bce251bb17341d5195afbf484aef7e3d2ee6cb373	1	train	0	0	0	0
CMP00564	N224569226f424d07d2b39f97c843dcc8fff4e029e0a43d654c54eeb0063b5bca	1	val	0	0	0	0
CMP00565	N22670dc0ab76d1bc16bd494d19a4aa52745fe8d99f92ece4cc24157a318216e8	1	test	1	0	0	0
CMP00566	N22b531d53cda8b375ebe4f5150ebccb9ac5c83c3d93bb94c98ea9eb3957c9f3b	1	train	0	0	0	0
CMP00567	N22cb592e006b3aff5ed381cb204d8dbe74a76e57bf4f1038dcdd8f4ebb8dbb8d	1	val	1	1	0	0
CMP00568	N2300b8d5ae2fb647f1b55e20ce6601beb48623de2144574a2cf7e984e4d5f649	1	test	1	1	1	0
CMP00569	N23bcfc9a99c126ccb8931fcb11f1ea4228dc7fb96e32646db0f3593352615662	1	train	1	1	1	1
CMP00570	N23c50217b0424d9953caf556545cea1f543a0dd0cadf5a933dcd6e63655438ff	1	val	1	1	1	0
CMP00571	N23df47d754abdb5facb5ecc6ddd9d189d9624eeefe912faf2320832cce2774ba	1	test	1	0	0	0
CMP00572	N241907844644ca80c3d77c1e76b240b0d17789ab32db6b0b2525ebc12295941b	1	train	1	1	0	0
CMP00573	N242e906fed29215eb3ee040cc1e51f5735e685c118a6cf3279f6c31c1530db4a	1	val	1	1	0	0
CMP00574	N24999c6dc380531ec185b3922539b87d573a892b022fc55cb0bb244f0a60dc8a	1	test	1	1	1	0
CMP00575	N250ee1d149192160871901ac68ae1c6ffd62c581281ce46e579923aab74e22e0	1	train	1	1	1	1
CMP00576	N260532c36dd0155d35b4bf5eb5c3be54a500274d2cc8d7f233f8c71e926381ad	1	val	1	1	0	0
CMP00577	N2630b33bdddf6af9d6b9ab78ebc694231772d88c13ac3f2078248fec09028d94	1	test	1	1	1	0
CMP00578	N266b7fb3c13af83c93a6e5a6951721da738cba82140a3b42725443ab23359220	1	train	1	0	0	0
CMP00579	N26eee2f9eaf634243c7464b12ef865fe7d0821a90501e05fb695c6ff866b2ad6	1	val	1	1	1	0
CMP00580	N27a9b597429d6bd10476cfd693f19f2bf78209b92c9829fc7a3a5fcd471b5b5b	1	test	1	1	1	0
CMP00581	N27ef13118ce5f7026222a267969d027f1419a24ac92fa1390208586ab8c8b9fa	1	train	1	1	1	1
CMP00582	N293d62f3b86dbe5f49525d734e81c92c5c77d74cb3b356c5a3cb0f6365586995	1	val	1	0	0	0
CMP00583	N2992410e7a0d6fcf1d2d44c1e3baf72fe9edd3bd613877578baedb7b3f879753	1	test	1	0	0	0
CMP00584	N2bbfd19a4a346f4c853cea06d4883ec9bf9b28e0bd8684a7cffe3778b4287d0d	1	train	1	1	0	0
CMP00585	N2bf2e4f977f470d7434cf2641d9bde7ad4f5f7cc926bf31dd90b89d81e858057	1	val	0	0	0	0
CMP00586	N2c1054c54a6faaeffd741f0da8bf316bfe3341ce0e0b70b0859f98e27dd64afb	1	test	1	0	0	0
CMP00587	N2caf1fbead3a4315a7c26361e999e94b408b9805036763bcbd592cc894e6d786	1	train	1	1	1	0
CMP00588	N2cde3b0e4e897a4011a06e6bab5dbb7f05ceaaa4f36f6e1a799c15d9b4799ab1	1	val	0	0	0	0
CMP00589	N2cf1352d49e0a33734bc86c4952fa739400a67a0f68d81e8752e5c7016b05b49	1	test	1	1	0	0
CMP00590	N2df63528ffca6b16c9656f2ee61065894761e8dce8f73ea508a76598a6b8fd99	1	train	1	1	1	0
CMP00591	N2e7cee048c869cbd5b7722c8fcd77ef2cdaca192819755683f463851cd94251f	1	val	1	0	0	0
CMP00592	N2e8ac7033f08ce18366bd830df21a9544fa049f233f3dbc61de3e4263fb0ad23	1	test	1	1	0	0
CMP00593	N2e8cfc9beae6ec442edbfd0987d6cbed99eeb2e22534c43fb27bb53452714bd3	1	train	1	1	1	0
CMP00594	N2e939d03ff1a367417c5c71f2c514a1364c1a0f6ec08b7d1c8eca13e1fd511ff	1	val	0	0	0	0
CMP00595	N2fb9b513329821f1e6db512130b8c1778b9ea360fb5fefa93f15cc2f3836586a	1	test	1	1	1	0
CMP00596	N3155374e0cf056369d853ac9b3543209126df119ad8e4c0d4e15fbcbdfc879ef	1	train	1	1	1	0
CMP00597	N31e58cc0961971accadf8f70ee4f07d9042811aca5e9173b654ee3d62e63a2f4	1	val	1	0	0	0
CMP00598	N3210606cc53bc74a2fa2632dd65c3ecc04425b2531c38e6768116debfe995e0c	1	test	1	1	1	0
CMP00599	N3264681a42596692e62fbf54a059e495bfeaf3b5bca34e15d6cfb6b04455c11e	1	train	1	1	1	0
CMP00600	N33400d928369e5efae662356e60e7ab46b819e3ddbaf0c98877d75857173a344	1	val	1	1	1	0
CMP00601	N33b05821e65e1e8541ca27467a61d0255fe66694d3a880b84b4b0080ae7f16b7	1	test	1	1	1	0
CMP00602	N340b10978683ec8b55dfdc9b85536632d27c4a410ddb6e4ecd95f68ab3a3d62e	1	train	1	1	0	0
CMP00603	N354fd52ea2f8980d34a534079ad91a631c9f50127f49e7bd23378f92f1648fef	1	val	1	1	1	1
CMP00604	N35c1bb1395fd86d6f118752eadab01ba498037ad402e3373267e014ec0c1ca00	1	test	1	1	1	0
CMP00605	N35e52ab98482f1cdfc8b5f8dad2c4a934bafb2ecd45143012a2154059b399b5d	1	train	1	1	1	0
CMP00606	N360be1fda470261104a2841be740b1a9a989da618f0d186c947f00ff2c0b259f	1	val	0	0	0	0
CMP00607	N361b99b21ad9aacefaf4482d1206ffc1a36900390a8361ac8581f79107eba244	1	test	1	1	1	0
CMP00608	N366a34e104207be511d922f6768f868e2febc5a1979379c3f02a59ba0ba5abbd	1	train	1	1	0	0
CMP00609	N368deb25d4c57703d62d64f6569b0d25354af47db146ab576f5eeee5ce44c4d8	1	val	1	0	0	0
CMP00610	N36caa9362cc3f458347ae0e18948e95d85a1b61fa2c1cd976fc4b6656974baa6	1	test	1	1	1	0
CMP00611	N36ef2e0f4cb977dc3609d6ec738d42e2ed87ca38000ad80a228fa2bf703b8b83	1	train	1	1	1	0
CMP00612	N37bd4d53ea3aed1327fc1bcd791107dbe746926f60d2d3784afb4ad18cd58bad	1	val	1	1	1	0
CMP00613	N37c264bae1da1b48e029359931c71444fadfb806b7269f885d45efe27567b431	1	test	1	1	1	0
CMP00614	N37d43a35791b9887d032620d59c2e7d72df2767d7129344a174a44f9de6bc51b	1	train	1	1	1	0
CMP00615	N381e9111f30cae0c85a4cc9b40c52df85352e479cba0d82bb40b91e228859d72	1	val	1	1	0	0
CMP00616	N391a763ad508a98c5ef16bb8bd14a7b3fb561785ee7473b83f1a35f70f9276c6	1	test	1	1	1	0
CMP00617	N398d6841b0ae3399757d0158bb17551988d9d149d386bd871e1a3b8b9502c51f	1	train	1	1	1	0
CMP00618	N399ee6b808dbe9d84bb71ee77062872e5915782f2bc29a7fa243d63f588235c5	1	val	1	1	1	1
CMP00619	N39d6b9fa15b32423873b5c1b139dee56bf3c5565318db5e6b9a71334dad82141	1	test	1	0	0	0
CMP00620	N39dde4bdb2251fe4a387936fd053b907bbba0d427bf59e4b9f60233936672848	1	train	1	1	1	0
CMP00621	N3a0a0bfbcaee9ef3b807575c39d206ca65e251aff254887e43bdb49b6106a6bd	1	val	1	1	1	0
CMP00622	N3abfd2193bd812a0005d429e3d5338f1311045ecbb4571af1e147a91fba3fc5e	1	test	0	0	0	0
CMP00623	N3ac68b4f10a333e0a3dc88c945a95dab3a3d0ddc7ee28208e3acf4dbf42f1246	1	train	1	1	1	0
CMP00624	N3b33429ba0be40f99d325b3577960d973c7812a65cea38f7583f0daf39943dd0	1	val	1	1	1	0
CMP00625	N3c05fe595124441aff037f6d9cc58ac96e74e3a1f710fe9bf60758b005f55ca1	1	test	1	0	0	0
CMP00626	N3c1af4a886443a21368f451eca910a3f5d627b242e280d55f5a4a891f8f8a73c	1	train	1	1	1	0
CMP00627	N3c7a68925db541d2de3a1da7637e890228da6cd1528f2b1d02a1c4a098ca30d7	1	val	1	1	1	0
CMP00628	N3c80a44320ac9d1eb5d147fea4ed0854d77ff66ee7e605518508007d722bd4ba	1	test	1	1	1	0
CMP00629	N3d1d46165a84465b0f18cd40ee8ea1204322fa335c350a8c75051272e79470b3	1	train	1	1	1	0
CMP00630	N3dcf0d8f5e7bbf31d5e517e800fc74118cccc4f9994b192076fe099acce4e2fe	1	val	1	0	0	0
CMP00631	N3dd5e071bcecbdaeea0d22979f53c787894b49d28cf8257f7b79529b397fbcb7	1	test	1	1	1	0
CMP00632	N3de2dc6b883698857d7df23e27fdce41dd0e7ce76893c2b14855284d2dae30e8	1	train	1	1	1	0
CMP00633	N3f74e2ed4d65869fb62a743b0973f7b91cc73bcbc47e9ca01ebb211d6c42ec25	1	val	1	1	1	0
CMP00634	N3fa8ae630f0551922efe12704785a3d01c391f09d930f19d170b14136169abe3	1	test	1	1	1	0
CMP00635	N3fdc7ea3556b4b8c85f8574367019175a057267188014fbe7388bf43a6d8f371	1	train	1	1	1	1
CMP00636	N400058b691f763ce37eb70c7383f11e53bf7407d2f5b853d54310caa39245a20	1	val	1	0	0	0
CMP00637	N408f205e47a49e8f0ce0e977ff12b62cbdeaaf2aa1070d6150046c0fcad70603	1	test	1	1	1	0
CMP00638	N410d983fff9a27af6bce405f49af8f3434c603919eca04f9110ee5d4a1492eb4	1	train	1	0	0	0
CMP00639	N412c66bf4caf0d43885f7b9ebeb94afca3ca23c4c6dc5c43246c158531711ca3	1	val	1	0	0	0
CMP00640	N415bc168542390f629179aaf49074000c7ca3d01a9b688907e6a08b9eb9e5572	1	test	0	0	0	0
CMP00641	N420be3301a75b1512eaa4b0c0e176dd536c0c6ee10e58e2c64eff79e48dc7349	1	train	1	1	0	0
CMP00642	N4220fa3f4f631904b1d55b1e43369e858797504efa9e201a628231aa2527a80c	1	val	1	1	0	0
CMP00643	N4242cdaa3b894d3db56f3acbd08e697816247a4df8ab74a4b1a6db4db171833c	1	test	1	1	1	0
CMP00644	N42a379c56ba8b4b4b51c975165200c2ddaafe5b47f92cbb06dfaf033fc4f8237	1	train	1	1	1	1
CMP00645	N42b5848f8cca2c2e6414270b4767afe4c1b3262e5269faa2d63e5afe8d588257	1	val	1	1	1	1
CMP00646	N437620abd4ae101dbe7d40d7d76394f29e4d6b148156711dc13d44875fde3e9f	1	test	1	1	0	0
CMP00647	N43dda30ec8d2948479081c1bcae18ddf4a036e7c1b5756286e6958eed4b611fd	1	train	1	1	0	0
CMP00648	N444dfa7f0be73b2957c9d0425137c885211cbb01ca046e766da7c4b168378114	1	val	1	1	0	0
CMP00649	N457acd70498483ab3a6d67bb8e07611fb5f56c1701fad67b0221c41c04988dc4	1	test	1	1	0	0
CMP00650	N458556937658aa43a6b06d09f7dcaf112965345e76560e5fefb88fcd59b53b34	1	train	1	0	0	0
CMP00651	N45952de066a46bbe20891c3f0a3132ba59588ad8b9fe2ec52d26e71e78b6bfc1	1	val	1	0	0	0
CMP00652	N463e66f6ad42895e97023ba9e16fb6127529f74961a23c0fcd869b2f0f2e4202	1	test	1	1	1	0
CMP00653	N469edd992df077214066dfcb09aa306a7dd1da8daed4d257268671fae84c508e	1	train	1	1	1	0
CMP00654	N46caa40fa735ddea9b8a13c420f1a29580c4cd48644c02625157b0c3cfa58278	1	val	1	1	1	0
CMP00655	N46e9e603d4a02e38fe8183bbd591be513bbab0a466cc791e1bf910a5e1df8147	1	test	1	1	0	0
CMP00656	N46ecf1acdf0066953650cead8a8545b3002f6c571f0d67c8f96b7ae2b52b4fd4	1	train	1	1	0	0
CMP00657	N4722fcb17cfce5f492945f6fdce38e3d928af4559ed53a6fa69410bb05630db3	1	val	0	0	0	0
CMP00658	N476dc680b37d5d1c625f5844e98ffc95440b4b48a4e3492587869133d6e35d3f	1	test	1	1	0	0
CMP00659	N47db39908f9f88a5a5f45014a4518f10b9c4b2a29bc63e840b4097417c8d6b63	1	train	1	1	1	0
CMP00660	N47e3a05f8715e08191705425a315e48eab81a3db9a02fc5a7a1b0f2b1b0fd697	1	val	0	0	0	0
CMP00661	N485348a295736ec63d9003f31edaee8452b02a2b6002eefc6ae06ba5d7166a15	1	test	1	1	0	0
CMP00662	N486715f4e3c926d3fd9f0b169313cef85bdbdef621c52ccd35c6df767028820c	1	train	1	1	0	0
CMP00663	N48d7b92998abc834345a308a771c998ffc47be8827bf1869eb7ac0c9b3553673	1	val	1	0	0	0
CMP00664	N49acd9af42014199b97d131fd15b55e4db595b8fe65c44a433ae1123311fc78f	1	test	1	0	0	0
CMP00665	N4abf9025c6adeeaca4eb2503d3d83e91b345ad11453199824f373501ac0f1246	1	train	1	1	1	0
CMP00666	N4b1e9b8ccc294cec60a876893232b3379f4e2392992bc30d27d1734637375d5b	1	val	1	0	0	0
CMP00667	N4b22b328d17b7fbdd8c1070a348ecb356f5648b8d5b37c0927ea28a875ab30b8	1	test	1	1	0	0
CMP00668	N4c0bde1f09e380b8e4d01f448926b213a9d6fd71b0021ed9e3a069b1f89b8062	1	train	1	0	0	0
CMP00669	N4c484f0832cf23f3002d9239694dc17d3d0438f482b288acde6cbee1a2874cf5	1	val	1	0	0	0
CMP00670	N4c5e88c8a9622a0ec9e511fbdce853b442610294d41d586e0bdde25e05ad8853	1	test	1	1	1	0
CMP00671	N4cc68232c7b9de22eb95a7dfbcb767d21b75ce35ec557b1697d97089ce69d238	1	train	1	0	0	0
CMP00672	N4e7ddcefa6775ba9e8c5fc3c8187c2fdcdaeacffab66c7b6d700c4bbb092bd19	1	val	1	1	1	0
CMP00673	N4ea2f9285ef4d2767737a6a6e34bafefc1169e95b7941ff2a9b202d26d995c41	1	test	1	1	1	1
