terminal	set	protein_len	status	mcc_start	mcc_end	mcc_len	N_anchor_occ	C_anchor_occ	core_occ	rt0_zone_residues	core_start_route1	core_end_route1	core_start_route2	core_end_route2	delta_start	delta_end	frac_core_blocks_agree_within_2
terminal_451	CLEAN	305	EXTRACTABLE	26	226	201	1.0	1.0	0.956	14	43	219	44	219	-1	0	0.875
terminal_452	OTHER_SUBSTITUTE	466	EXTRACTABLE	80	349	270	1.0	1.0	0.995	39	125	325	125	325	0	0	1.0
terminal_453	CLEAN	328	EXTRACTABLE	27	227	201	1.0	1.0	0.929	13	43	219	44	219	-1	0	0.958
terminal_454	CLEAN	361	EXTRACTABLE	46	245	200	1.0	1.0	0.918	12	61	237	62	237	-1	0	0.958
terminal_455	CLEAN	337	EXTRACTABLE	44	245	202	1.0	1.0	0.918	14	61	237	62	237	-1	0	0.958
terminal_456	CLEAN	397	EXTRACTABLE	46	244	199	1.0	1.0	0.918	12	61	237	62	237	-1	0	0.958
terminal_457	CLEAN	340	EXTRACTABLE	46	245	200	1.0	1.0	0.923	12	61	237	62	237	-1	0	0.958
terminal_458	CLEAN	339	EXTRACTABLE	46	237	192	1.0	1.0	0.923	12	61	237	62	237	-1	0	0.958
terminal_459	CLEAN	347	EXTRACTABLE	51	256	206	1.0	1.0	0.918	17	71	247	72	247	-1	0	0.958
terminal_460	CLEAN	392	EXTRACTABLE	110	310	201	1.0	1.0	0.918	12	125	301	126	301	-1	0	0.958
terminal_462	CLEAN	322	EXTRACTABLE	42	245	204	1.0	1.0	0.918	15	60	236	61	236	-1	0	0.958
terminal_463	CLEAN	354	EXTRACTABLE	67	269	203	1.0	1.0	0.923	14	84	260	85	260	-1	0	0.875
terminal_464	CLEAN	321	EXTRACTABLE	38	238	201	1.0	1.0	0.934	12	53	229	54	229	-1	0	0.833
terminal_465	CLEAN	350	EXTRACTABLE	52	266	215	1.0	1.0	0.923	28	83	259	84	259	-1	0	0.917
terminal_466	CLEAN	319	EXTRACTABLE	32	233	202	1.0	1.0	0.918	15	50	226	51	225	-1	1	0.958
terminal_467	CLEAN	387	EXTRACTABLE	36	237	202	1.0	1.0	0.918	15	54	230	55	229	-1	1	0.958
terminal_468	CLEAN	319	EXTRACTABLE	30	233	204	1.0	1.0	0.912	17	50	225	51	225	-1	0	0.958
terminal_469	OTHER_SUBSTITUTE	323	EXTRACTABLE	33	234	202	1.0	1.0	0.929	14	50	225	51	225	-1	0	0.958
terminal_470	CLEAN	311	EXTRACTABLE	32	229	198	1.0	1.0	0.923	15	50	226	51	226	-1	0	0.958
terminal_471	CLEAN	314	EXTRACTABLE	32	228	197	1.0	1.0	0.929	15	50	226	51	226	-1	0	0.958
terminal_472	CLEAN	345	EXTRACTABLE	40	245	206	1.0	1.0	0.929	17	60	236	61	236	-1	0	0.958
terminal_473	CLEAN	327	EXTRACTABLE	46	246	201	1.0	1.0	0.929	12	61	237	62	237	-1	0	0.958
terminal_474	CLEAN	327	EXTRACTABLE	44	245	202	1.0	1.0	0.929	14	61	237	62	237	-1	0	0.958
terminal_475	CLEAN	322	EXTRACTABLE	38	240	203	1.0	1.0	0.929	14	55	231	56	231	-1	0	0.958
terminal_476	OTHER_SUBSTITUTE	361	EXTRACTABLE	56	355	300	1.0	1.0	1.0	38	97	345	97	345	0	0	1.0
terminal_477	CLEAN	317	EXTRACTABLE	32	239	208	1.0	1.0	0.923	18	54	230	55	230	-1	0	0.958
terminal_478	CLEAN	317	EXTRACTABLE	28	235	208	1.0	1.0	0.923	25	56	232	57	232	-1	0	0.958
terminal_479	OTHER_SUBSTITUTE	317	EXTRACTABLE	34	237	204	1.0	1.0	0.945	14	52	230	53	230	-1	0	0.917
terminal_480	CLEAN	325	EXTRACTABLE	30	238	209	1.0	1.0	0.956	20	52	230	53	230	-1	0	0.875
terminal_481	CLEAN	319	EXTRACTABLE	27	241	215	1.0	1.0	0.923	23	54	232	55	232	-1	0	0.958
terminal_482	CLEAN	315	EXTRACTABLE	21	239	219	1.0	1.0	0.94	22	53	231	54	231	-1	0	0.958
terminal_483	CLEAN	314	EXTRACTABLE	22	239	218	1.0	1.0	0.918	17	52	230	53	230	-1	0	1.0
terminal_484	CLEAN	325	EXTRACTABLE	28	242	215	1.0	1.0	0.929	24	56	234	57	234	-1	0	0.958
terminal_485	CLEAN	513	EXTRACTABLE	75	274	200	1.0	1.0	0.973	12	91	272	92	272	-1	0	0.833
terminal_486	CLEAN	311	EXTRACTABLE	36	224	189	1.0	0.667	0.934	1	42	224	43	225	-1	-1	0.957
terminal_487	CLEAN	408	EXTRACTABLE	53	268	216	1.0	1.0	0.94	12	68	258	68	258	0	0	0.958
terminal_488	CLEAN	408	EXTRACTABLE	53	268	216	1.0	1.0	0.94	12	68	258	68	258	0	0	0.958
terminal_489	CLEAN	406	EXTRACTABLE	48	266	219	1.0	1.0	0.951	13	66	256	66	256	0	0	0.917
terminal_490	CLEAN	404	EXTRACTABLE	43	253	211	1.0	1.0	0.956	13	60	250	60	250	0	0	0.833
terminal_491	CLEAN	396	EXTRACTABLE	36	252	217	1.0	1.0	0.912	15	54	243	54	243	0	0	0.917
terminal_492	CLEAN	395	EXTRACTABLE	39	246	208	1.0	1.0	0.901	12	54	243	54	243	0	0	0.917
terminal_493	CLEAN	396	EXTRACTABLE	39	246	208	1.0	1.0	0.918	12	54	243	54	243	0	0	0.958
terminal_494	CLEAN	394	EXTRACTABLE	40	256	217	1.0	1.0	0.923	12	55	245	55	245	0	0	0.958
terminal_495	CLEAN	394	EXTRACTABLE	40	256	217	1.0	1.0	0.918	12	55	245	55	245	0	0	0.958
terminal_496	CLEAN	395	EXTRACTABLE	40	255	216	1.0	1.0	0.923	12	55	245	55	245	0	0	0.917
terminal_497	CLEAN	398	EXTRACTABLE	30	255	226	1.0	1.0	0.934	20	55	245	55	245	0	0	0.917
terminal_498	CLEAN	400	EXTRACTABLE	32	256	225	1.0	1.0	0.934	20	58	247	58	247	0	0	0.917
terminal_499	CLEAN	399	EXTRACTABLE	41	255	215	1.0	1.0	0.94	13	58	246	58	246	0	0	0.917
terminal_500	CLEAN	390	EXTRACTABLE	37	249	213	1.0	1.0	0.94	13	52	241	52	241	0	0	0.917
terminal_501	CLEAN	408	EXTRACTABLE	41	259	219	1.0	1.0	0.951	10	54	250	54	250	0	0	0.917
terminal_502	CLEAN	407	EXTRACTABLE	19	266	248	1.0	1.0	0.973	25	56	256	56	256	0	0	0.833
terminal_503	CLEAN	407	EXTRACTABLE	32	266	235	1.0	1.0	0.967	19	56	256	56	256	0	0	0.833
terminal_504	CLEAN	407	EXTRACTABLE	31	259	229	1.0	1.0	0.934	18	56	256	56	256	0	0	0.875
terminal_505	CLEAN	387	EXTRACTABLE	47	241	195	1.0	1.0	0.94	1	53	238	53	238	0	0	0.875
terminal_506	CLEAN	374	C_TRUNCATED	15	218	204	1.0	0.0	0.89	11	29	218	29	224			0.957
terminal_507	CLEAN	399	EXTRACTABLE	30	256	227	1.0	1.0	0.934	21	54	249	54	249	0	0	0.917
terminal_508	CLEAN	412	EXTRACTABLE	42	265	224	1.0	1.0	0.934	13	59	262	59	262	0	0	0.958
terminal_509	CLEAN	398	EXTRACTABLE	38	247	210	1.0	1.0	0.934	12	53	244	53	244	0	0	0.917
terminal_510	CLEAN	399	EXTRACTABLE	31	248	218	1.0	1.0	0.934	20	54	245	54	245	0	0	0.958
terminal_511	CLEAN	395	EXTRACTABLE	41	248	208	1.0	1.0	0.934	10	54	245	54	245	0	0	0.917
terminal_512	CLEAN	400	EXTRACTABLE	32	249	218	1.0	1.0	0.94	20	55	246	55	246	0	0	0.917
terminal_513	CLEAN	395	EXTRACTABLE	30	255	226	1.0	1.0	0.962	21	54	245	54	245	0	0	0.833
terminal_514	CLEAN	395	EXTRACTABLE	39	255	217	1.0	1.0	0.912	12	54	245	54	245	0	0	0.875
terminal_515	CLEAN	401	EXTRACTABLE	32	254	223	1.0	1.0	0.918	20	55	245	55	245	0	0	0.875
terminal_516	CLEAN	394	EXTRACTABLE	26	254	229	1.0	1.0	0.929	21	52	244	52	244	0	0	0.958
terminal_517	CLEAN	398	EXTRACTABLE	33	259	227	1.0	1.0	0.923	21	57	249	57	249	0	0	0.958
terminal_518	CLEAN	396	EXTRACTABLE	41	257	217	1.0	1.0	0.945	10	54	247	54	247	0	0	0.833
terminal_519	CLEAN	395	EXTRACTABLE	39	256	218	1.0	1.0	0.956	12	54	246	54	246	0	0	0.833
terminal_520	CLEAN	398	EXTRACTABLE	44	259	216	1.0	1.0	0.896	8	55	249	55	249	0	0	0.875
terminal_521	CLEAN	397	EXTRACTABLE	42	246	205	1.0	0.667	0.945	6	56	246	56	248	0	-2	0.917
terminal_522	CLEAN	398	EXTRACTABLE	35	256	222	1.0	1.0	0.94	19	57	249	57	249	0	0	0.917
terminal_523	CLEAN	398	EXTRACTABLE	38	259	222	1.0	1.0	0.923	13	57	249	57	249	0	0	0.958
terminal_524	CLEAN	395	EXTRACTABLE	39	256	218	1.0	1.0	0.923	12	54	246	54	246	0	0	0.875
terminal_525	CLEAN	401	EXTRACTABLE	42	251	210	1.0	1.0	0.923	12	57	248	57	248	0	0	0.958
terminal_526	CLEAN	400	EXTRACTABLE	32	254	223	1.0	1.0	0.94	20	55	250	55	250	0	0	0.833
terminal_527	CLEAN	408	EXTRACTABLE	32	263	232	1.0	1.0	0.912	13	55	258	55	258	0	0	0.875
terminal_528	CLEAN	407	EXTRACTABLE	45	261	217	1.0	1.0	0.934	10	59	258	59	258	0	0	0.958
terminal_529	CLEAN	386	EXTRACTABLE	38	248	211	1.0	1.0	0.929	10	51	238	51	238	0	0	0.875
terminal_530	CLEAN	392	EXTRACTABLE	38	241	204	1.0	1.0	0.934	12	53	238	53	238	0	0	0.917
terminal_531	CLEAN	393	EXTRACTABLE	40	250	211	1.0	1.0	0.945	13	56	239	56	238	0	1	0.917
terminal_532	CLEAN	393	EXTRACTABLE	31	248	218	1.0	1.0	0.951	18	52	237	52	237	0	0	0.875
terminal_533	CLEAN	393	EXTRACTABLE	39	242	204	1.0	1.0	0.907	10	52	237	52	237	0	0	0.917
terminal_534	CLEAN	393	EXTRACTABLE	37	247	211	1.0	1.0	0.945	12	52	237	52	237	0	0	0.875
terminal_535	CLEAN	392	EXTRACTABLE	37	241	205	1.0	1.0	0.912	12	51	236	51	236	0	0	0.875
terminal_536	CLEAN	393	EXTRACTABLE	39	241	203	1.0	1.0	0.951	10	51	236	51	236	0	0	0.833
terminal_537	CLEAN	393	EXTRACTABLE	35	246	212	1.0	1.0	0.896	14	51	236	51	236	0	0	0.87
terminal_538	CLEAN	413	EXTRACTABLE	56	268	213	1.0	1.0	0.901	12	70	257	70	257	0	0	0.875
terminal_539	CLEAN	392	EXTRACTABLE	35	247	213	1.0	1.0	0.923	12	49	236	49	236	0	0	0.958
terminal_540	CLEAN	392	EXTRACTABLE	35	247	213	1.0	1.0	0.923	12	49	236	49	236	0	0	0.958
terminal_541	CLEAN	391	EXTRACTABLE	34	239	206	1.0	1.0	0.885	13	49	234	49	234	0	0	0.875
terminal_542	CLEAN	391	EXTRACTABLE	34	245	212	1.0	1.0	0.885	13	49	234	49	234	0	0	0.917
terminal_543	CLEAN	390	EXTRACTABLE	34	245	212	1.0	1.0	0.951	13	50	235	50	235	0	0	0.875
terminal_544	CLEAN	396	EXTRACTABLE	35	249	215	1.0	1.0	0.956	12	51	237	51	237	0	0	0.833
terminal_545	CLEAN	396	EXTRACTABLE	30	252	223	1.0	1.0	0.912	18	55	240	55	240	0	0	0.917
terminal_546	CLEAN	396	EXTRACTABLE	30	252	223	1.0	1.0	0.945	18	55	240	55	240	0	0	0.833
terminal_547	CLEAN	394	EXTRACTABLE	35	249	215	1.0	1.0	0.934	12	52	238	52	238	0	0	0.917
terminal_548	CLEAN	395	EXTRACTABLE	31	250	220	1.0	1.0	0.918	21	52	238	52	238	0	0	0.875
terminal_549	CLEAN	397	EXTRACTABLE	27	249	223	1.0	1.0	0.934	20	52	238	52	238	0	0	0.917
terminal_550	CLEAN	395	EXTRACTABLE	37	250	214	1.0	1.0	0.918	10	52	238	52	238	0	0	0.917
terminal_551	CLEAN	388	EXTRACTABLE	37	242	206	1.0	1.0	0.923	10	47	231	47	231	0	0	0.958
terminal_552	CLEAN	393	EXTRACTABLE	33	246	214	1.0	1.0	0.956	15	51	236	51	236	0	0	0.833
terminal_553	CLEAN	249	EXTRACTABLE	3	207	205	1.0	1.0	0.929	8	15	196	15	196	0	0	0.917
terminal_554	CLEAN	379	EXTRACTABLE	37	243	207	1.0	1.0	0.929	10	51	232	51	232	0	0	0.917
terminal_555	CLEAN	379	EXTRACTABLE	34	242	209	1.0	1.0	0.945	12	50	231	50	231	0	0	0.917
terminal_556	CLEAN	385	EXTRACTABLE	35	246	212	1.0	1.0	0.94	12	54	235	54	235	0	0	0.917
terminal_557	CLEAN	357	N_TRUNCATED	27	208	182	0.0	1.0	0.885	0	27	198	25	198			0.909
terminal_558	CLEAN	362	EXTRACTABLE	8	208	201	1.0	1.0	0.934	11	22	203	22	203	0	0	0.917
terminal_559	CLEAN	389	EXTRACTABLE	34	240	207	1.0	1.0	0.923	12	49	230	49	230	0	0	0.958
terminal_560	CLEAN	386	EXTRACTABLE	34	235	202	1.0	1.0	0.923	12	49	230	49	230	0	0	0.958
terminal_561	CLEAN	394	EXTRACTABLE	42	243	202	1.0	1.0	0.934	12	57	238	57	238	0	0	0.917
terminal_562	CLEAN	324	EXTRACTABLE	49	239	191	1.0	1.0	0.94	1	55	236	55	236	0	0	0.917
terminal_563	CLEAN	313	EXTRACTABLE	48	234	187	1.0	1.0	0.94	2	53	234	53	234	0	0	0.917
terminal_564	CLEAN	321	EXTRACTABLE	50	235	186	1.0	1.0	0.934	2	54	235	54	235	0	0	0.917
terminal_565	RNAP_SUBSTITUTE	1406	NO_HIT	636	636	1	0.0	0.0	0.005	0	636	636	79	384			
terminal_566	CLEAN	317	EXTRACTABLE	39	241	203	1.0	1.0	0.94	9	51	232	51	232	0	0	0.917
terminal_567	CLEAN	333	EXTRACTABLE	38	240	203	1.0	1.0	0.94	7	52	233	52	233	0	0	0.917
terminal_568	CLEAN	316	EXTRACTABLE	33	233	201	1.0	1.0	0.934	12	52	233	52	233	0	0	0.917
terminal_569	CLEAN	312	EXTRACTABLE	40	231	192	1.0	1.0	0.934	7	50	231	50	231	0	0	0.917
terminal_570	CLEAN	331	EXTRACTABLE	33	230	198	1.0	0.5	0.94	17	52	230	52	233	0	-3	0.833
terminal_571	CLEAN	325	EXTRACTABLE	38	230	193	1.0	0.5	0.918	12	52	230	52	233	0	-3	0.917
terminal_572	CLEAN	379	EXTRACTABLE	44	233	190	1.0	0.667	0.929	5	52	233	52	234	0	-1	0.913
terminal_573	CLEAN	379	C_TRUNCATED	34	222	189	1.0	0.0	0.885	15	52	222	52	233			0.909
terminal_574	CLEAN	371	EXTRACTABLE	46	241	196	1.0	1.0	0.94	3	52	235	52	234	0	1	0.913
terminal_575	CLEAN	370	EXTRACTABLE	24	231	208	1.0	1.0	0.945	24	50	231	50	231	0	0	0.826
terminal_576	CLEAN	323	EXTRACTABLE	52	237	186	1.0	1.0	0.951	1	56	237	56	237	0	0	0.864
terminal_577	CLEAN	326	EXTRACTABLE	50	237	188	1.0	1.0	0.945	3	56	237	56	237	0	0	0.909
terminal_578	CLEAN	322	EXTRACTABLE	42	235	194	1.0	0.833	0.929	11	55	235	55	236	0	-1	0.913
terminal_579	CLEAN	319	EXTRACTABLE	49	239	191	1.0	1.0	0.956	4	56	237	56	237	0	0	0.909
terminal_580	CLEAN	323	EXTRACTABLE	52	237	186	1.0	1.0	0.945	1	56	237	56	237	0	0	0.833
terminal_581	CLEAN	323	EXTRACTABLE	49	239	191	1.0	1.0	0.945	4	56	237	56	237	0	0	0.833
terminal_582	CLEAN	323	N_TRUNCATED	64	242	179	0.0	1.0	0.907	0	64	237	56	237			0.783
terminal_583	CLEAN	316	EXTRACTABLE	45	237	193	1.0	1.0	0.94	6	56	237	56	237	0	0	0.913
terminal_584	CLEAN	340	EXTRACTABLE	48	232	185	1.0	0.833	0.934	2	52	232	52	233	0	-1	0.913
terminal_585	CLEAN	342	EXTRACTABLE	38	233	196	1.0	1.0	0.956	12	52	233	52	233	0	0	0.913
terminal_586	CLEAN	339	EXTRACTABLE	38	231	194	1.0	1.0	0.929	8	50	231	50	231	0	0	0.957
terminal_587	CLEAN	344	EXTRACTABLE	58	238	181	0.8	1.0	0.934	0	58	238	57	238	1	0	0.913
terminal_588	CLEAN	344	EXTRACTABLE	49	233	185	1.0	0.833	0.945	1	53	233	53	234	0	-1	0.826
terminal_589	CLEAN	321	EXTRACTABLE	39	250	212	1.0	1.0	0.945	12	55	240	55	239	0	1	0.783
terminal_590	CLEAN	315	EXTRACTABLE	39	237	199	1.0	1.0	0.951	8	50	235	50	235	0	0	0.917
terminal_591	CLEAN	342	EXTRACTABLE	39	243	205	1.0	1.0	0.929	12	54	239	54	239	0	0	0.875
terminal_592	CLEAN	335	EXTRACTABLE	37	247	211	1.0	1.0	0.94	14	54	239	54	239	0	0	0.875
terminal_593	CLEAN	301	EXTRACTABLE	38	248	211	1.0	1.0	0.956	14	55	240	55	240	0	0	0.833
terminal_594	CLEAN	330	EXTRACTABLE	40	248	209	1.0	1.0	0.907	12	55	240	55	240	0	0	0.875
terminal_595	CLEAN	347	EXTRACTABLE	32	241	210	1.0	1.0	0.945	15	50	235	50	235	0	0	0.917
terminal_596	CLEAN	364	EXTRACTABLE	41	257	217	1.0	1.0	0.945	17	61	246	61	246	0	0	0.917
terminal_597	CLEAN	349	EXTRACTABLE	35	235	201	1.0	1.0	0.962	12	50	235	50	235	0	0	0.833
terminal_598	CLEAN	328	EXTRACTABLE	35	243	209	1.0	1.0	0.945	12	50	235	50	235	0	0	0.917
terminal_599	CLEAN	373	EXTRACTABLE	25	238	214	1.0	0.667	0.929	22	55	238	55	240	0	-2	0.917
terminal_600	CLEAN	350	C_TRUNCATED	29	230	202	1.0	0.333	0.923	18	49	230	50	234			0.917
terminal_601	CLEAN	374	EXTRACTABLE	35	238	204	1.0	0.667	0.929	12	55	238	55	240	0	-2	0.917
terminal_602	CLEAN	385	EXTRACTABLE	35	247	213	1.0	1.0	0.945	12	51	236	51	236	0	0	0.917
terminal_603	CLEAN	379	EXTRACTABLE	50	256	207	1.0	1.0	0.945	1	54	239	54	239	0	0	0.917
terminal_604	CLEAN	378	EXTRACTABLE	64	270	207	1.0	1.0	0.929	18	85	270	85	270	0	0	0.958
terminal_605	CLEAN	346	EXTRACTABLE	38	235	198	1.0	1.0	0.934	9	50	235	50	235	0	0	0.917
terminal_606	CLEAN	343	EXTRACTABLE	34	233	200	1.0	1.0	0.94	11	48	233	48	233	0	0	0.917
terminal_607	CLEAN	343	EXTRACTABLE	26	233	208	1.0	1.0	0.945	19	48	233	48	233	0	0	0.917
terminal_608	CLEAN	280	EXTRACTABLE	18	227	210	1.0	0.833	0.934	27	53	227	53	228	0	-1	0.917
terminal_609	CLEAN	282	EXTRACTABLE	36	226	191	1.0	0.833	0.918	10	53	226	53	226	0	0	0.958
terminal_610	CLEAN	286	EXTRACTABLE	24	228	205	1.0	0.667	0.912	16	55	228	55	230	0	-2	0.958
terminal_611	CLEAN	286	EXTRACTABLE	27	227	201	1.0	0.5	0.918	13	55	227	55	230	0	-3	0.958
terminal_612	CLEAN	282	EXTRACTABLE	17	229	213	1.0	1.0	0.934	21	54	229	54	229	0	0	0.958
terminal_613	CLEAN	298	EXTRACTABLE	32	242	211	1.0	1.0	0.945	25	67	242	67	242	0	0	0.917
terminal_614	CLEAN	284	EXTRACTABLE	37	229	193	1.0	1.0	0.934	1	54	229	54	229	0	0	0.958
terminal_615	CLEAN	286	EXTRACTABLE	36	225	190	1.0	0.5	0.907	5	53	225	53	228	0	-3	0.958
terminal_616	CLEAN	285	EXTRACTABLE	22	236	215	1.0	1.0	0.923	20	56	231	56	231	0	0	0.958
terminal_617	CLEAN	284	EXTRACTABLE	18	238	221	1.0	1.0	0.912	24	56	231	56	231	0	0	0.917
terminal_618	CLEAN	284	EXTRACTABLE	32	236	205	1.0	1.0	0.929	10	56	231	56	231	0	0	0.958
terminal_619	CLEAN	272	EXTRACTABLE	6	229	224	1.0	0.833	0.923	32	46	221	46	222	0	-1	0.875
terminal_620	CLEAN	271	EXTRACTABLE	37	227	191	1.0	1.0	0.94	5	49	223	49	223	0	0	0.917
terminal_621	CLEAN	284	C_TRUNCATED	34	229	196	1.0	0.333	0.896	24	61	229	58	232			0.875
terminal_622	CLEAN	284	EXTRACTABLE	24	231	208	0.6	0.667	0.912	32	60	231	58	232	2	-1	0.958
terminal_623	CLEAN	281	EXTRACTABLE	39	238	200	1.0	1.0	0.934	12	58	233	58	232	0	1	0.958
terminal_624	CLEAN	280	EXTRACTABLE	31	243	213	1.0	1.0	0.934	27	58	233	58	232	0	1	0.958
terminal_625	CLEAN	284	EXTRACTABLE	36	235	200	1.0	1.0	0.923	20	60	235	60	234	0	1	0.958
terminal_626	CLEAN	293	EXTRACTABLE	41	233	193	1.0	0.667	0.912	12	60	233	60	234	0	-1	0.958
terminal_627	CLEAN	289	EXTRACTABLE	23	233	211	1.0	1.0	0.923	24	58	233	58	232	0	1	0.958
terminal_628	CLEAN	293	EXTRACTABLE	19	235	217	1.0	1.0	0.956	25	52	235	53	235	-1	0	0.958
terminal_629	CLEAN	308	C_TRUNCATED	46	237	192	1.0	0.0	0.89	10	68	237	55	242			0.87
terminal_630	CLEAN	325	C_TRUNCATED	55	245	191	1.0	0.0	0.89	1	76	245	58	250			0.913
terminal_631	CLEAN	312	EXTRACTABLE	40	250	211	1.0	0.5	0.923	15	71	250	58	251	13	-1	0.875
terminal_632	CLEAN	308	C_TRUNCATED	65	241	177	1.0	0.0	0.901	1	72	241	57	246			0.87
terminal_633	CLEAN	296	C_TRUNCATED	27	226	200	1.0	0.0	0.885	20	57	226	57	231			0.957
terminal_634	CLEAN	293	C_TRUNCATED	28	225	198	1.0	0.0	0.907	18	56	225	56	230			0.913
terminal_635	CLEAN	291	EXTRACTABLE	35	229	195	1.0	0.667	0.923	18	56	229	56	230	0	-1	0.875
terminal_636	CLEAN	296	EXTRACTABLE	39	230	192	1.0	1.0	0.923	13	55	230	56	227	-1	3	0.917
terminal_637	CLEAN	290	EXTRACTABLE	33	229	197	1.0	0.833	0.907	19	55	229	56	227	-1	2	0.958
terminal_638	CLEAN	273	EXTRACTABLE	26	214	189	1.0	0.833	0.94	10	40	214	39	212	1	2	0.917
terminal_639	CLEAN	273	EXTRACTABLE	23	214	192	1.0	0.833	0.901	14	40	214	41	212	-1	2	0.958
terminal_640	CLEAN	295	EXTRACTABLE	41	230	190	1.0	1.0	0.907	11	55	230	56	227	-1	3	0.958
terminal_641	CLEAN	296	EXTRACTABLE	36	231	196	1.0	0.667	0.907	16	58	231	57	230	1	1	0.917
terminal_642	CLEAN	309	EXTRACTABLE	40	233	194	1.0	1.0	0.918	15	58	233	59	232	-1	1	0.917
terminal_643	CLEAN	292	C_TRUNCATED	43	225	183	1.0	0.0	0.907	10	56	225	57	228			0.913
terminal_644	CLEAN	303	C_TRUNCATED	50	228	179	1.0	0.167	0.885	7	58	228	57	233			0.958
terminal_645	CLEAN	306	EXTRACTABLE	46	241	196	1.0	1.0	0.918	6	60	235	59	235	1	0	0.958
terminal_646	CLEAN	297	C_TRUNCATED	34	229	196	1.0	0.333	0.896	20	58	229	57	233			0.958
terminal_647	CLEAN	351	EXTRACTABLE	58	236	179	1.0	0.5	0.89	5	66	236	66	239	0	-3	0.917
terminal_648	CLEAN	342	EXTRACTABLE	38	236	199	1.0	1.0	0.912	20	61	236	61	234	0	2	0.958
terminal_649	CLEAN	349	C_TRUNCATED	50	228	179	1.0	0.0	0.874	9	62	228	62	235			0.957
terminal_650	CLEAN	323	C_TRUNCATED	47	223	177	1.0	0.0	0.879	8	56	223	56	229			0.957
terminal_651	CLEAN	324	C_TRUNCATED	49	226	178	1.0	0.0	0.89	7	57	226	57	230			0.957
terminal_652	CLEAN	301	EXTRACTABLE	34	228	195	1.0	0.5	0.901	20	56	228	56	231	0	-3	0.958
terminal_653	CLEAN	330	C_TRUNCATED	56	240	185	1.0	0.0	0.879	12	71	240	71	244			0.909
terminal_654	CLEAN	342	EXTRACTABLE	49	227	179	1.0	0.667	0.896	7	56	227	56	229	0	-2	0.958
terminal_655	CLEAN	302	EXTRACTABLE	36	221	186	1.0	1.0	0.912	11	48	221	48	221	0	0	0.958
terminal_656	CLEAN	341	EXTRACTABLE	49	233	185	1.0	0.667	0.94	6	58	233	58	235	0	-2	0.917
terminal_657	CLEAN	339	C_TRUNCATED	43	230	188	1.0	0.0	0.923	15	58	230	58	235			0.913
terminal_658	CLEAN	355	C_TRUNCATED	60	233	174	0.6	0.167	0.918	0	60	233	58	236			0.917
terminal_659	CLEAN	358	C_TRUNCATED	41	219	179	1.0	0.0	0.808	15	64	219	54	237			0.905
terminal_660	CLEAN	317	EXTRACTABLE	40	232	193	1.0	0.667	0.907	15	61	232	61	234	0	-2	0.917
terminal_661	CLEAN	247	EXTRACTABLE	53	235	183	1.0	1.0	0.923	5	60	235	60	235	0	0	0.958
terminal_662	CLEAN	309	EXTRACTABLE	43	233	191	1.0	1.0	0.918	8	51	226	51	226	0	0	0.958
terminal_663	CLEAN	295	EXTRACTABLE	41	227	187	1.0	0.833	0.934	12	53	227	53	228	0	-1	0.917
terminal_664	CLEAN	304	EXTRACTABLE	43	228	186	1.0	0.833	0.907	11	54	228	54	229	0	-1	0.958
terminal_665	CLEAN	292	EXTRACTABLE	45	232	188	1.0	1.0	0.918	5	50	225	50	225	0	0	0.913
terminal_666	CLEAN	328	EXTRACTABLE	58	249	192	1.0	1.0	0.945	11	73	249	72	249	1	0	0.917
terminal_667	CLEAN	325	EXTRACTABLE	48	245	198	1.0	0.833	0.94	15	67	245	67	239	0	6	0.792
terminal_668	CLEAN	350	EXTRACTABLE	49	252	204	1.0	1.0	0.94	9	69	244	66	244	3	0	0.875
terminal_669	CLEAN	325	EXTRACTABLE	42	254	213	1.0	1.0	0.923	20	72	247	72	247	0	0	0.958
terminal_670	CLEAN	334	EXTRACTABLE	53	256	204	1.0	1.0	0.923	9	72	247	72	247	0	0	0.958
terminal_671	CLEAN	333	EXTRACTABLE	55	252	198	1.0	1.0	0.945	14	73	249	73	249	0	0	0.917
terminal_672	CLEAN	317	EXTRACTABLE	46	244	199	1.0	1.0	0.912	13	69	244	69	244	0	0	0.958
terminal_673	CLEAN	316	EXTRACTABLE	51	251	201	1.0	1.0	0.929	10	64	239	64	239	0	0	0.958
terminal_674	CLEAN	316	EXTRACTABLE	49	249	201	1.0	1.0	0.945	12	64	239	64	239	0	0	0.917
terminal_675	CLEAN	325	EXTRACTABLE	58	259	202	1.0	1.0	0.945	12	73	248	73	248	0	0	0.917
terminal_676	CLEAN	316	EXTRACTABLE	50	239	190	1.0	1.0	0.929	11	64	239	64	239	0	0	0.917
terminal_677	CLEAN	316	EXTRACTABLE	52	237	186	1.0	0.667	0.918	9	64	237	64	239	0	-2	0.958
terminal_678	CLEAN	316	EXTRACTABLE	48	242	195	1.0	1.0	0.929	13	64	239	64	239	0	0	0.792
terminal_679	CLEAN	316	EXTRACTABLE	46	239	194	1.0	1.0	0.94	15	64	239	64	239	0	0	0.917
terminal_680	CLEAN	317	EXTRACTABLE	53	239	187	1.0	1.0	0.94	8	64	239	64	239	0	0	0.917
terminal_681	CLEAN	316	EXTRACTABLE	44	242	199	1.0	1.0	0.918	17	64	239	64	239	0	0	0.87
terminal_682	CLEAN	316	EXTRACTABLE	52	242	191	1.0	1.0	0.94	9	64	239	64	239	0	0	0.917
