source_id	evidence_tier	region_id	region_name	rt0_rt7_scope	evidence_class	all_classes_present	boundary_kinds	n_supporting_quotes	assignment_ids	n_times_named_in_text	zero_is_licensed_by_control	unit	frame	stratum	denominator
blocker2005	TIER1_STRUCTURAL	motif_B	motif B	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_C	motif C	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_D	motif D	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_E	motif E	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_F	motif F	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	regions_a_e	regions a-e	PREDECESSOR_PARTITION	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	struct_palm	palm	STRUCTURAL_NOT_SEQUENCE	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	14	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	struct_fingers	fingers	STRUCTURAL_NOT_SEQUENCE	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	28	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	struct_thumb	thumb	STRUCTURAL_NOT_SEQUENCE	NAMED_UNCLASSIFIED	NONE	NONE	0	NONE	41	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	motif_YXDD	Y/FxDD catalytic motif	LANDMARK	NOT_NAMED_IN_SOURCE	NONE	NONE	0	NONE	0	NO - reported as NOT_NAMED without a validated detector	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt0_spelling	RT0 (modern spelling)	RT0_SEPARATE	EXPLICIT_STATED_BOUNDARY	INHERITED_WITHOUT_DEFINITION|EXPLICIT_STATED_BOUNDARY	RESIDUE_COORDINATE	2	B01|B02	15	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt1_spelling	RT1 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	21	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt2_spelling	RT2 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	8	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt3_spelling	RT3 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	7	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt4_spelling	RT4 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	9	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt5_spelling	RT5 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	8	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt6_spelling	RT6 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	5	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
blocker2005	TIER1_STRUCTURAL	rt7_spelling	RT7 (modern spelling)	RT1_RT7	INHERITED_WITHOUT_DEFINITION	INHERITED_WITHOUT_DEFINITION	NONE	1	B01	16	n/a - the region is named here	(source, region_name) pair	derivational primary literature plus the acquired primary alignment (launcher 5d)	TIER1_STRUCTURAL	6 sources x 32 region names = 192 cells
