rt_seq_hash	n_distinct_ncrna	n_placements	n_loci	n_genomes	n_species	n_models	n_databases	median_abs_distance_bp	n_such_rts	unit	denominator
a897bbe419091bad6cde950ba662a6cda24d59708f7b97d35459d3b1c1c2d179	2	16	15	14	1	1	2	44.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a904a8311bbdacb4237f6b66b4b44d8ce6e300928d57cc1af1088d9393277413	2	4	4	4	1	1	2	46.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a917087edbdf948c5b4a160c9c4b04b8abf6be87e86907100759f7a4f7f710fb	2	27	14	14	4	1	2	4750.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a923b8c9413117c313f794278dd7f4d0aefbc4f7c35ce1f4f8c11cf5b6bcd030	2	5	3	3	3	1	2	112.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9378f0ef01f02917e9088285f6afd9974df6b1b46851253eda81baa7b26e643	2	181	181	181	2	1	1	2729.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9408142f164a8b776b98e396320b9a551ad4a0908579e3a4b5c8f6c972d6616	2	6	3	3	2	1	2	62.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a94c72fc8e37cd4c5ae7fdf95a07c2697bc4a65a1afe45d768d4052c02d7ee63	2	2	1	1	1	1	1	5270.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a95810283a37b74aba4cbc0c24d832b3c0dfe563b32ca8f4d79cb458ec3bff7c	2	4	4	4	2	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a98eb1b7ad1127e12d0710d6c9d21f529131dd22a039c2672c23833ff50271d9	2	17	17	17	2	1	4	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9d8d168a018f8cbbb125ee511de1e90b6a452e6953692d8a50d005e26789342	2	12	9	9	9	1	3	76.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9dad440cc5933493a5d499efbe289888bc9f6d9d2d05c72f3115f2573de431f	2	37	37	37	7	1	3	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a9f534e0cea542b48595fff4c86015680958ec3fccb00ca3a4345657bd094203	2	18	16	16	3	1	2	53.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a5f96d45d22211d2ca0eff6059b616ac1463d35850999cf0c44eb85a6c3bb2f0	2	106	104	102	7	1	4	52.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a5e0490006b158d440ca490aeac9f160e10fd5a1202eeeb5657c8ac50892c4ad	2	27	25	24	10	1	2	122.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a531ad33ee99d1e26f311147041092d2e419974a2bf215d460aa3f8884764f5b	2	22	22	22	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a05d2770664e93507f65c7a1a3797f60b5ceedb782dc62d74ac7e554165ebe0c	2	8	4	4	5	1	2	75.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9d7cabcbfbd716726cbe21ac47ebf4e6d520eb2f7c083e1e4d2d2916c28f4066	2	231	231	231	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9de3adeb232c3be9403d0de2165101a6bb53012dda5a6247c5cde64de545014c	2	4	2	2	2	1	2	49.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9e31bee6c2399ce741c8a749641810c67d6a66fea01267d9421e281d4db1a6ac	2	2	2	2	1	1	1	31.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9e6fb054ddd2389a5d48444bd802d38dd72575d0c53763e0bf9636aa70e4615a	2	6	6	6	3	1	2	43.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9e7fc01155901431b37ea5388e078eae25affddae9c5e8e0d7587466a23a25c8	2	11	11	11	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9eb3652d5b4d6a2a1c3bdf171c0cd72128f150fc205f95d203a1b4527304c500	2	9	5	5	3	1	2	32.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
9fcee660653382975b958a096dd7a7e02a7799dc4d6edd24fe57c52e6109ecbb	2	173	169	169	3	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a03bf8351cba44b571f115b8cf18ea5ba254e5806a38a06e64ebc59c00aebcb2	2	8	7	7	8	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a0b716057619b9ebd87dc1a8e7c6d0fc21becd39e13512a4411cec1b2fa56d6e	2	6	5	5	3	1	3	53.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a50ca0082105ad4e555d8ae6448c76c7b2c3ff87485f559753be6162657a856c	2	2	2	2	2	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a0de43972450a5ab342ff46e821262dfcde525825fd49e4dd1dc3710655cfaf7	2	4	2	2	2	1	2	162.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a21329f8ffe4ff5794f65b131c76043b013cae8cee98b93e13b6cc604702468a	2	43	40	40	4	1	2	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a28b84146dd54a52413168ddd4f53dfd62ea9d9381aedff8d10b2b7a920945c3	2	7	6	6	3	1	3	26.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a2ca6cbfd14291ba3ec049622f36ee3cb137fd07d9bce80bbe809ee926bebcfa	2	3	3	3	2	1	2	1010.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a35e3fccf5ab13780f75f2c4fd471d3ec9447fbb30266405bb744689564b77d3	2	2	2	2	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a38482f6d58d7af00a54b3bd587421b35543436bd75afc32e2526963f0ddd6a3	2	3	3	3	2	1	2	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a45510e946100f5ffa90b4ac1939270bd9b6ad4c8d55295a2a8213fa556aff05	2	6	3	3	2	1	2	4705.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
a498fb02b10dd006acf822b80d330155ef3e4e3fe7df7798b70464cbd82074c7	2	3	3	3	3	1	2	73.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b5fd2008cc48d11ac27c1e0a8aa5ccfebbe9dec73048a84d7ee66221374c9cf1	2	9	6	6	2	1	2	5348.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
c1a652dd5e8358a2d44c8d3defd93e6d98ff5058afc822522a4ec77379b280f6	2	5	3	3	2	1	2	4791.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b63de1bd1394468ffd12a75d0a83c025c05bce99f2479379ae9efbd2c30c7be2	2	4	4	4	3	1	3	153.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e028a101084b0b534c0231b41c06c51c12f7348a15df5e2cf37d566b9cca0c1e	2	30	29	29	1	1	2	32.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
db688e88e9e53de36a5a374e004400e0f57bb7e7767b409c425419480ecc292f	2	2058	2056	2055	1	1	3	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dc59d3a4a0f95eee6ae5b5517e5c6ff0763a9cc2054fa3d9fc4b5dfc7ffb1533	2	2	2	2	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dde3f2f3ca3c62e11fa33c87d5d3b520e8cf5d14bc276a6c28c31b207c3f4519	2	5	4	4	4	1	3	25.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
de06d5c8bd3b9e099182f1c21a1f8b54527919496e237bac762856a5a256fea2	2	5	5	5	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
de5202088f04257f7a4a54230d965ad4f52ec8a9799b929d35a67a7ae2425a26	2	12	12	12	3	1	1	17.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
de54b37db6a90ec3d7eb0717514d6cb0d63af7c2fe02100e5993c339db34cf71	2	8	8	8	1	1	2	47.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
de9a3d85895426a17d18b87a7ed9955bc58c1dcb12ff9912ca799d1492ecb958	2	91	89	89	1	1	2	4.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
deab074f663b4743b4e568cec040edd136476c4b4168e956e8b08deaa432227f	2	3	2	2	3	1	3	65.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
defd02780cfa844aa7f15a13727785d1b9dfe3ec5c1d32e8605bd74694fcfa59	2	8	8	8	1	1	1	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
df98e137680b28ac629e63282a29156b860809179dd9a0be03c4f0de49b7270b	2	4	1	1	2	1	2	4931.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e061447c4e70ceb08af205d2ea00c4a91d78cb813f9fc2a02d619e119cfdd107	2	54	53	53	2	1	2	910.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
b673cc1a6d0f6c82ef26e30452e893c24670bba011acdf0a0fd7b62d5f434251	2	4	2	2	2	1	2	161.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e0a2cdf12166ad346892269c44e529707792a6364f43916b3c1c34fd4cb3bb56	2	41	34	34	2	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e1c56582550fae747e73cc407a7e91e3f4d7bd3b7bd2bb976c76d1d897cb245f	2	4	2	2	3	1	2	4729.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e1d24bdffd637c3d9f8f93e1b38113ee5ad9ec942023363d0a99ba60691161e7	2	11	11	11	2	1	2	12.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e2576a31120c80d3bb0a42c370c26da63f406e5352832fbfbbe5ce41163a7557	2	3	3	3	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e3184f35aa6cd97dadbddefd17ade41d9b5a741abdae8bbc8ce8a8240bc0da6e	2	14	11	11	2	1	2	208.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e36ee4279ab5efa0c666147ce0d8fdd903442fa35b8b720913819fa32144b5bb	2	3	2	2	3	1	2	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e3731302c9519ebfeae9c9b9332ae203435203c5bd8389dcfee7d1ab55386803	2	16	8	8	6	1	2	38.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e3c48f518dd6df3730c3ab2f52cf404dd817cf6d7d892e5214ba01e744c8ee0c	2	2	2	2	2	1	1	1.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e3e0e83cbc24786e81adca8962105888b6392f5cb8ba27219dda9b4d0656f63a	2	13	13	13	4	1	2	86.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e40d1db68f9be1ecf33c103efec63e4857b9c0a20022605fe26fce44995d0340	2	14	14	14	3	1	2	15.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
dadae790e88f549c5b9b977f227debc64ab55ea71b62f386e68dc017a7ae8b8d	2	26	13	13	3	1	2	4844.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
da04fd78881ec102f32414cbec9791641ee7a84063421ed43fe734f25b915d52	2	2	1	1	1	1	1	7008.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d949406b8e364ef61fe95c1acb23efb7b235c971369c617129853a8bcce4bfa6	2	10	10	10	2	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d93bd229338eb86f47277e01f95606ad16c1636d54ed472affe02f30217fb2d6	2	2	1	1	1	1	1	5094.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d329203676e5270767f002b06deda063e69f130db611606f02e87ac954d2502f	2	3	2	2	3	1	3	30.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d329b9d18afad08e20ec3d5701cd2ea4b185d73f68c517eaff70aac999fc0c21	2	2	2	2	1	1	1	141.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d33ea3e2d983954a7dc1598cab3550658ea641c8fa0c80f26ef0fea9aabdffdd	2	4	2	2	2	2	2	2790.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d3c81ca8befa5fd8de2625f4f6ccce335437dc9a9121cdf8927e171e46e90cd7	2	6	3	3	2	1	2	5515.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d3d16338cc720d6b2a194a5dc8aa1da8f659dcb8a5ccd0c1aa7a20ddb03582ff	2	2	2	2	1	1	1	197.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d401bd013f873a642ed49f41784c2deb0c0ad9d9776748fe1441994baa896cef	2	102	98	95	3	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d455a7c73de1c293e46d4080f741cbacc237173d99958ab749cdd3edd18b16dc	2	8	8	8	1	1	1	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d4a6ebea1dde65b815361a93898c44edd0a251288f945f5c7c5ce497a4b563f9	2	2	2	2	2	1	1	21.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d4d76f9b496c5df3e0201fca572089831e003a6f3b4d61cf29a4ce09fa4d696b	2	2	2	2	1	1	1	44.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d50b213cf693a2db181eb04cf396ecb186423aabbf7b4ff33f9c9d3269f7895f	2	34	29	29	3	1	2	1.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d537a0c4bcc50be1e48facb752e93273e293b8f371b7b1aca8b6b1f46af26403	2	69	66	66	2	1	2	1038.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d5663cc0bff01d66798312c837614350e93197e3d9fb37e5852b8eb587f6b9ba	2	4	4	4	2	1	2	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d6656fabad1dcfce983fb33c06c50f839ad1fe6985aea5c61597bd01b23718c1	2	102	96	95	14	1	3	47.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d6a5d66a6bedc0dfa1c37b31883af13f29f000a801832a5eb36dd2cd03970954	2	5	5	5	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d6f51ab298b75729e3e22c46d5ba758d97c09754f75475c6e7e944686c54ddf0	2	4	3	3	2	1	2	4753.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d6fc1735666d0be2b8b3c574aac7746a10715167f639c55cf00af3953c626697	2	25	13	13	3	1	2	4791.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d702242b034437342d390560a56816608ab5d0573e83c68d48c94fb755a784aa	2	3	2	2	3	1	3	36.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d742ef3da08c11420a4f24c031da1bdfe614d33e924c4066fb91041403ea47f3	2	18	18	18	1	1	2	54.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d7d75ea1dc124987b0e8c248b512f626d0b4813aa2ba0ab601f1f6b915172246	2	24	20	20	5	1	3	38.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d8781ce050b35e3cd30609079cbb9ffeb5e468b0914d767940d19ec3b03249d6	2	25	23	23	4	1	3	17.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d9315402a6311c45d130ccbdf9aad5d64b942f89c125adb7ad3fdaaf09e80c39	2	11	11	11	1	1	2	1041.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e497392c3106600668687fc499cd83d35acd0cac423e6a5637b30f2099da4826	2	14	14	14	1	1	1	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e570735b0acc6f3123222a2c22442c5dd72073adb9da024220a494358a891ae0	2	8	8	8	1	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e5d5d0248d44cc23691b3d4c2c83f56190ce70fc18246981615d1cd74fe0117f	2	18	17	17	13	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f0ed4f8dafc57a68197ad7764623aeb8d329580e52f4836533385f7626dfd971	2	6	6	6	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f12f1a8494d419e24ce36649b48453b1d9a70eb8172f1cc0ce576e218432b9ff	2	4	3	3	3	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f2c5d03de5e66726afa00dd2ca355f94a36ff5b63c25d36a4eee235d83afd68a	2	5	3	3	4	1	3	967.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f33650e3d696819d4ce5ab2ed2375897ae693f4e40ee12920ac982882886e614	2	10	10	10	4	1	4	14.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f343b0ce7d5a8b2fa345d89cf3ae3566a27c056e5f49c4a3638613645c1a8b74	2	2	2	2	1	1	1	2730.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f394f7fd3b20423bd888c61e56b606ddca5343a02acf72a65f5a016afdb4645b	2	8	2	2	2	1	2	937.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f3b3242c851113983fe5c9239959931063f4ee870a7b2085ee7dc6e349ff5511	2	43	43	41	2	1	2	1041.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f5e3013a46c27dfd7e16e33e1e5e7b4806fd52171aea2bcda8290c6fa2d239ec	2	14	14	14	2	1	2	46.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f61d2dde6880cbc8a35ea45e67430e96cdcaabdeb61450fa634eed3b1c4faa23	2	17	17	17	2	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f6f1f8e8e0abfb556fa21ee91ac5ba88ab91abb6a4ecc2336ac1a241c22d501b	2	4	3	3	1	1	3	109.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f6fb393001591ab0ead36a4f9ab05ae12c4f2587820551539755051f3618ef96	2	8	8	8	1	1	2	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f79080587e50bf07245a10165f4f174e1f3a5bb77a5371bd7a4caf0e425f927c	2	5	5	5	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f79aea14786afd776a25026dbf8affe6d46814d8c6cab3077a072d55d836e3ff	2	31	18	18	7	1	2	1977.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f7efeb29503eaa920c692154329ee1a8de65d4a8fcb4c105ff955450ed8218eb	2	4	2	2	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fbca200d26ce42f4117d3d71a977d4f28aba1cf4838b6a6af5a7db00407feafb	2	2	2	2	1	1	1	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fbf67663847b79fbbed43bd2ff7c00a2d44343f2fbf9d318ba1ed89ce6e2e25c	2	2	2	2	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fc1f1234f8eee7284ae7685cf1b4fe920a3508ccfc93011d075a9250a351de22	2	4	4	4	2	1	2	48.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fcd157bae20fa0908f92582a50ee240219a7f160a01271e21bb4f4523a1db414	2	2	1	1	1	1	1	55.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fd3a16307b78ad0a16c21336ea25fb6906afdeca1935ad52b2b3399cdf621804	2	44	44	43	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fdd6d9929dfc45dc0c0af02702cd12f11ccb192a3d46ad6c8c1360063b173ad8	2	4	3	3	3	1	3	128.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
feb93f692c40260b1f877719fc367f23e7a435eb35c30935ab8c0256797650ce	2	7	7	7	2	1	2	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
fee059152147b851d76c3e0e438e215959936718533743cbbb72155633bce0b5	2	33	33	33	3	1	3	27.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f10acec0ac93e1f52d1d50d25ccf5bf474d7ee212f4a69287251a98723b66464	2	10	10	10	1	1	2	45.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f0b12b03cad059f356ada44491992b8a54f01d4ffd4d669ac74dd043638bcfeb	2	4	2	2	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e61251719f5f18c4d67b514205e584a23859c95e316a497aa4e70ff0fee3d1ff	2	37	37	37	4	1	3	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
f04e2ac716f33ea096dbb1074befd4f3fce7efa543a463aefd0f596c89a922f8	2	58	53	52	9	1	4	128.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e6dbd70933e18fb5468d2cab92134de1a3727c89d1dc5be54b53067953674ed2	2	7	4	4	3	1	2	64.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e6f7de07d86ac4bec4e8ff297e088484290fae44da2f8e74423c1c6a1c1b4e3e	2	2	2	2	2	1	2	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e7a38c667c3fc7cd616f45c002854199f6aa0f660a517c45e05e814c8a0454b7	2	5	5	5	2	1	3	23.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e7b3ca28c274235cee7357e72483f9eb9605faf3b379000a8ffc5d102042857c	2	5	5	5	2	1	1	18.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e880bfb0e871502dc008060d0ad2ea28e5f400b3fa716c65110be232f92d90c2	2	4	2	2	2	1	2	12.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e95a98229a6fc467ac8d00262bb1d922d1df875b7ff1aa875a53f3ae5c98763d	2	4	1	1	2	1	2	1447.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e95fdc269b7575b63b1459b8e935c05385e966aabfd4add467c48137e5db4bf8	2	2	2	2	1	1	1	2730.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
e985cbb8c337a68dd20a5caaa7d57162a7998e7be2f912dcb23a1b2d5f068315	2	2	2	2	1	1	1	62.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ea105fc564ad685294315844868c4101481b28da6ad6df0b865ece86c3964d03	2	34	18	18	4	1	2	163.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ea6e1e1c7f6f72ec3ef9c57c003bd371d626856b7ded07d5d81022b0069b73fe	2	4	4	4	1	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
eb05396213875846f6d985281b9c7d6ac4340deebf06e0327f4f7479ddecc80d	2	4	4	4	2	1	2	1.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ec1043c5131a9ac3077ec4bfec447dd87b5c663a3e16cf4dc651d1d7ca3d2a2a	2	32	30	30	4	1	3	24.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ec4274b4f605dd01bb6f23de08b6ce7ee4c4ae183a37e47d3fbc60466e289b61	2	6	6	6	1	1	1	1040.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
eca5a84d709107d5b105ac18e45186d3dc32ce168587aa8b369413eb7433557d	2	150	143	143	8	1	4	20.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ed2aa9233d39de4ad285f2a6eca1b3692335c5de563d56d888c2d389142cecee	2	8	4	4	3	1	2	648.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ed7e1dcf06331317963cebbf3fbae53643b6b85679d9e561f9e330d8f7fa82b9	2	134	134	134	4	1	2	46.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
edcce4f29491aec1d875343db5d297543e29f522efeaee38fd0cd11852cd1755	2	10	10	10	2	1	2	1.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ee94d18762ffe2c39550345ee32483da2ba7134f31f9009f05eb7cda6d4daa08	2	4	4	4	2	1	2	125.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
eee3f86586d526c15908301624ca1eef01dcbfbcf0da4efd09d215c024a63b2a	2	5	5	5	2	1	2	19.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ef3a0633d8ebf75f05305b16bb3699b2de11b42413e5d2c75c4f805519dc98eb	2	6	6	6	2	1	2	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
ef6f8dc37b86788ab66bfb98ca3a88c4a03249b09d25de436865bc99fba1ef5e	2	72	38	38	4	1	2	4705.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d323ee648830a696e586baa4feaaa06ec3fbb2508fb68daf4e29a020523eec66	2	11	11	11	4	1	2	17.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d2e9194896a86fce3eb824fa37b5935df5eab704048a5b9392329ccd102452e2	2	9	9	9	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
d2cc0b6dc75762f2b5f7efaece1b0ad0fb8ebd39b8caf3ae99dfee59b41f90a5	2	705	703	701	1	1	3	2.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
be1e2496d01f403eaabe44ba43dda1597de0fc8a16bd5def7ba23311c744d66a	2	2	1	1	1	2	1	39.5	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bed534af93b5e54fd0bdadd80de716e831b849eda2601fd5e7d4b2b15fddcef8	2	4	4	4	1	1	1	2.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
bf5391e419201280250fd899005a78d789d72bfa8224f277a69e374f35e66b7e	2	5	5	5	2	1	1	0.0	921	exact RTs	exact RTs paired with >1 ncRNA sequence (top 500 by degree)
