asset_id	audit_scope	path	kind	sha256	bytes	mtime	producer	inputs	n_records	identity_group	identity_group_size	reuse_grade	reuse_decision	notes
V2_V3_V5_D2:V3.MSA.doc.limitations	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/limitations_stage/MESTRE_LIMITATIONS.md	doc	249c0d792523aa37f17f80dc868a8fc55092bcaeefb4f13ad69b61179f518a80	29018	2026-08-06 10:36	V3 limitations session 2026-08-06	paper + padloc cm_meta.txt		G0135	1	CLAIM-ONLY	prose; claims must be re-derived before citation	K1-K6 acknowledged, A1-X2 asserted limitations; no computation beyond a1_count_clades
V2_V3_V5_D2:V3.MSA.doc.session_state	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/SESSION_STATE.md	doc	bc124072565ab1fda68b67c29edb060a05ea9a8fdda06ef98871ed88cfc7aa52	13999	2026-08-05 18:25	V3 session 2026-08-05	Ibex jobs 50025828/50060998/50071034		G0155	1	CLAIM-ONLY	prose; claims must be re-derived before citation	Authoritative handoff: 1,920/1,925 integrated; 1,391 failed_genomes.txt = 1,383 bpRNA-step4-only + 8 real
V2_V3_V5_D2:V3.MSA.doc.void	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/VOID_DO_NOT_CITE.md	doc	d7c58249cd8c56abb58409ef8e15bd8bb7c5f63392882c4e8ff4220ca7d422b1	14637	2026-08-05 18:25	V3 session 2026-08-05			G0163	1	CLAIM-ONLY	prose; claims must be re-derived before citation	Retraction register A1-F8; A1: --cut_ga on GA-less padlocdb.cm => all-zero CM axis
V2_V3_V5_D2:V3.MSA.doc.scope_limits_50025828	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/run_50025828_SCOPE_AND_LIMITS.md	doc	fa33ac551e1cb8e32e11cb73e4325c4bc13d62f3e62ce7156dcbb560bc0cb531	6184	2026-08-04 19:21	V3 session 2026-08-04	job 50025828		G0418	1	CLAIM-ONLY	prose; claims must be re-derived before citation	Why R1 tool columns quarantined (bit-score string matching, not tool calls); CM/null section later VOID
V2_V3_V5_D2:V3.MSA.doc.realpipe_cost	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/realpipe_cost.md	doc	0a018d0ff1da5c8c7f6c4eb8195689615b34e3a93a3f2b72815a0e5d6f57e6a8	5483	2026-08-04 19:39	V3 session 2026-08-04	cache/realpipe_timing		G0399	1	CLAIM-ONLY	prose; claims must be re-derived before citation	borg single-genome timing of run_pipeline.py; NOTE borg run omitted --run-infernal so its ncrnas:[] is not a CM null
V2_V3_V5_D2:V3.MSA.script.m7	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m7_pilot_terminal.sh	script	068c799eba1f5ee5e92959164b8ce69829cef0f6fe04dcdd1e235ba47d92143f	3796	2026-08-04 17:31	V3	benchmark terminal_1		G0307	1	REFERENCE	prior code: read for method, re-implement; never evidence	borg pilot: prodigal -p meta, blastp, hmmsearch DF tierA/B --cut_ga, RT17 -E 1e-3, cmsearch --cut_ga (VOID flag)
V2_V3_V5_D2:V3.MSA.script.m8	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m8_mestre_validation_ibex.sh	script	18546dd7ee802dfeb38646dc5196a735f7dce38139ad52d72929aa388493bcc2	10050	2026-08-04 18:42	V3 -> Ibex job 50025828 (array 0-19)	Ibex genomes/ (=benchmark copy)		G0308	1	REFERENCE	prior code: read for method, re-implement; never evidence	bespoke harness: prodigal -p meta; blastp -evalue 1e-5 max_target_seqs 5; hmmsearch DF tierA/tierB --cut_ga, myrt -E 1e-5, padlocdb.hmm --cut_ga; cmsearch --cut_ga padlocdb.cm (VOID)
V2_V3_V5_D2:V3.MSA.script.m9	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m9_quarantine_and_summarise.py	script	e1c94ede78f34ab33002c8338fc4b1c657d2f78097aa4acf2a7b0667ace6d48f	4088	2026-08-04 19:22	V3	summary_task*.tsv		G0309	1	REFERENCE	prior code: read for method, re-implement; never evidence	renames 6 tool columns QUARANTINED__ -> R1; clean 15 columns -> R2. Ran on line-wrapped raw summaries => R1/R2 have 3,856 rows
V2_V3_V5_D2:V3.MSA.script.m10	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m10_mestre_realpipe_ibex.sh	script	25336369b378e5266bdf5f5493be656b4c8a940da7e55b4088cb35ed8e865b2e	5404	2026-08-04 19:53	V3 -> Ibex job 50060998 (array 0-9, 16 genomes parallel)	Ibex genomes/ terminal_* (1,928 dirs)		G0283	1	REFERENCE	prior code: read for method, re-implement; never evidence	stock run_pipeline.py -i <dir> -o <res> --run-infernal; --cleanup and rm -rf removed; processed_genomes.txt only appended on exit 0
V2_V3_V5_D2:V3.MSA.script.m11	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m11_strict_E1e-5_cm_axis.sh	script	868944cb4b0edd2c0660f89676d46a8444c41218f55ffdebe5c2ccd127df7dee	5180	2026-08-05 17:47	V3 -> Ibex job 50071034	Ibex genomes/		G0284	1	REFERENCE	prior code: read for method, re-implement; never evidence	genome-wide cmsearch -E 1e-5 --acc --noali on padlocdb.cm (Ibex src/padloc copy); output dir legacy-named relaxed_cm/
V2_V3_V5_D2:V3.MSA.script.m12	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m12_extract_stock_verdicts.py	script	059b57dd7d0ae88585ce60149fe8aba0e4c54946fb3078cb66c9a2b8c8043f27	4451	2026-08-05 15:16	V3	Ibex realpipe/results/terminal_*/integrated_results/tool_integrated_results.json		G0285	1	AMBER	1925 rows; denominator 1920 integrated, not 537; tool agreement is not independent (Mestre-authored CMs)	one row per terminal DIR present in results (filters is_dir)
V2_V3_V5_D2:V3.MSA.script.m13	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m13_characterise_69.py	script	17b458153288e2d77d2b0c137ea2bb04f2fd71ab4873eb813c6216284bbce4a6	4959	2026-08-05 17:43	V3	ids_69.txt + realpipe results + relaxed_cm/tblout		G0286	1	REFERENCE	prior code: read for method, re-implement; never evidence	positional characterisation of stock-/strict+ genomes
V2_V3_V5_D2:V3.MSA.script.m5	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/scripts/m5_rt0_placeability.py	script	259ae2cdceb7142b695b79d3641b0dfe87fdfe516483478e943d6cddc2b72f7c	5930	2026-08-04 11:40	V3	mestre_1928_proteins.faa + RT17_CORE HMM		G0305	1	REFERENCE	prior code: read for method, re-implement; never evidence	hmmalign --amino => mestre_1926_vs_RT17CORE.sto
V2_V3_V5_D2:V3.MSA.script.template_ibex	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/example_of_how_to_run_pipelin_ibex.sh	script	f284755f6de100fac59c0ab48f50a154d0656be1f0ef6d4574d43db699eea3ce	36761	2026-08-04 17:44	owner			G0229	1	REFERENCE	prior code: read for method, re-implement; never evidence	production submission template m10 was adapted from
V2_V3_V5_D2:V3.MSA.cache.stock_verdicts	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/stock_verdicts.tsv	table	ded9c7f676ea33c0daaa1243c0cf8204e33cfe9fd49265d6e7127f6d7c18838a	251511	2026-08-05 17:38	m12 on Ibex job 50060998 output	tool_integrated_results.json x1,920	1925	G0462	1	AMBER	1925 rows; denominator 1920 integrated, not 537; tool agreement is not independent (Mestre-authored CMs)	1,925 data rows (13 cols); missing terminal_461/515/1774 (no genome => no result dir); 5 integrated=False (313,320,324,928,999); 1,874 with >=1 retron system; 1,301 any_ncrna
V2_V3_V5_D2:V3.MSA.cache.ids_69	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/ids_69.txt	id_list	d78a4986967f7c4d6a058d307fce790d5eab8c230897db45946e99d2d67b0b19	935	2026-08-05 17:46	V3 (from S1/S2 2x2)	S1_two_axis_joined.tsv	69	G0268	1	CLAIM-ONLY	prose; claims must be re-derived before citation	69 IDs, 68 newline chars (no trailing newline) => wc -l=68; no header; set == S2 terminals == S3 terminals
V2_V3_V5_D2:V3.MSA.cache.mestre_1928_proteins	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/mestre_1928_proteins.faa	fasta	bcce5246b6c66dd518f738040dd151caad806a6a0e2d9d0d13a273fc15573985	895550	2026-08-04 11:39	V3 concat of benchmark protein_aminoacid.fasta	benchmark Mestre_sequences	1926	G0083	2	RED	as reference: contains the rescued substitutes; producer/params partial	1,926 seqs (misnamed 1928); lacks terminal_461, terminal_1774; 1,926/1,926 sequence-identical to benchmark
V2_V3_V5_D2:V3.MSA.cache.sto_1926	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/mestre_1926_vs_RT17CORE.sto	alignment	aad8e71f915519a6e02fe38de8dc8e336da74a6869aa7428c18de012923af16e	15076882	2026-08-04 11:40	m5 hmmalign	mestre_1928_proteins.faa + RT17_CORE	1926	G0082	2	RED	as reference: contains the rescued substitutes; producer/params partial	1,926 sequences aligned to RT17_CORE (not a tree input)
V2_V3_V5_D2:V3.MSA.cache.REPAIRED_summary	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/run50025828/REPAIRED_summary.tsv	table	44687e636d26b9f362a8944fff3e38f64e70937d509c630d6ae9b6f8eae618ff	254575	2026-08-05 10:22	V3 repair of line-wrapped summaries (trap F1)	summary_task0..19.tsv	1928	G0147	1	AMBER	use REPAIRED_summary; R2 has wrapped rows	1,928 rows: 1,925 OK + 3 NO_GENOME (461,515,1774); rt_recovered yes 1,906 / no 19; ncrna_cm_hit all 'no' (VOID --cut_ga)
V2_V3_V5_D2:V3.MSA.table.R1	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/R1_mestre_validation_FULL_quarantined.tsv	table	a272b8d2fe37d45e2b54559f849720f69572eea39c7f5bed7cde9ca86774ea3b	297031	2026-08-05 10:20	m9	raw summary_task*.tsv (line-wrapped)	3856	G0142	1	RED	string-match columns, not tool calls; row wrapping	QUARANTINED: 6 tool columns are hmmsearch bit-score string-match flags, not tool calls; ALSO structurally broken: 3,856 rows for 1,928 terminals (line-wrap trap F1)
V2_V3_V5_D2:V3.MSA.table.R2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/R2_mestre_validation_CLEAN.tsv	table	cd8e97bb22ef754ddfd027953b3f334709e9409cc9881f3d95527763e20f5ada	233947	2026-08-05 10:20	m9	raw summary_task*.tsv (line-wrapped)	3856	G0143	1	AMBER	use REPAIRED_summary; R2 has wrapped rows	'clean' 15 cols but same 3,856 wrapped rows; ncrna_cm_hit/null_class columns VOID (A1-A3). Use REPAIRED_summary instead
V2_V3_V5_D2:V3.MSA.table.S1	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/S1_two_axis_joined.tsv	table	e351c018cb03323196b198f0d10c07599326852b435c157080604e0696fcbc0f	335971	2026-08-05 17:38	V3	stock_verdicts + relaxed_task*.tsv	1920	G0151	1	AMBER	prior table; re-derive before use	1,920 integrated rows; stock vs E<=1e-5 2x2
V2_V3_V5_D2:V3.MSA.table.S2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/S2_disagreement_stockNEG_strictPOS.tsv	table	b025e2c96464cc74aedb2cc870a36a727bf189299b9cb68166537e705a36f777	10815	2026-08-05 17:38	V3	S1	69	G0152	1	AMBER	prior table; re-derive before use	69 rows = ids_69
V2_V3_V5_D2:V3.MSA.table.S3	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/S3_char69_positional.tsv	table	fcd40b9a3b9cf5889b97e60dc209e4b47d99d5e7d8ce13990ea7ac2926dae396	10370	2026-08-05 17:47	m13	ids_69 + Ibex tblout	98	G0153	1	AMBER	prior table; re-derive before use	98 hit rows over 69 genomes
V2_V3_V5_D2:V3.MSA.table.x1	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/x1_mestre_per_state_occupancy.tsv	table	71d868110e20b339d2f5f8862c9d9d3f61f1e1fffdc711c308e7300ab18eb288	3206	2026-08-04 11:40	m5	mestre_1926_vs_RT17CORE.sto	305	G0514	1	AMBER	prior table; re-derive before use	RT17_CORE state-occupancy on Mestre proteins (E4: conditional variant retracted)
V2_V3_V5_D2:V3.MSA.table.x2	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/x2_mestre_block_occupancy.tsv	table	471d2c8db717187d35de9537f2bd2edb8723f36f1a052c2735c2134b22925ff6	338	2026-08-04 11:40	m5	mestre_1926_vs_RT17CORE.sto	5	G0515	1	AMBER	prior table; re-derive before use	RT17_CORE state-occupancy on Mestre proteins (E4: conditional variant retracted)
V2_V3_V5_D2:V3.MSA.table.x3	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/x3_landmark_occupancy_mestre_vs_ours.tsv	table	6b099da701ded9ba41d5a4d7065e5c7c5ee748469520647b2c554f4cd6d1b76c	254	2026-08-04 11:40	m5	mestre_1926_vs_RT17CORE.sto	7	G0516	1	AMBER	prior table; re-derive before use	RT17_CORE state-occupancy on Mestre proteins (E4: conditional variant retracted)
V2_V3_V5_D2:V3.MSA.table.x4	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/x4_mestre_nterminal_reach.tsv	table	1d1e326e410586a2ab8b1e534566d9c13bf9fe95386210192f2f4751219f02c8	219	2026-08-04 11:40	m5	mestre_1926_vs_RT17CORE.sto	5	G0517	1	AMBER	prior table; re-derive before use	RT17_CORE state-occupancy on Mestre proteins (E4: conditional variant retracted)
V2_V3_V5_D2:V3.MSA.table.x5	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/tables/x5_mestre_rt0_region_profile.tsv	table	f542ac6b4513c91fc0f176fede3374d3326f9f6aa11c9691728a337ad214a46d	841	2026-08-04 11:41	m5	mestre_1926_vs_RT17CORE.sto	41	G0518	1	AMBER	prior table; re-derive before use	RT17_CORE state-occupancy on Mestre proteins (E4: conditional variant retracted)
V2_V3_V5_D2:V3.MSA.hmm.tierA	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/hmm/tierA.hmm	hmm_db	cedf17d9e4b393b8fe9dacba90a762eedf74556776462b5d2e4b063f8fd15365	228379412	2026-08-04 17:32	m7 pilot concat	DefenseFinder models 2.0.2 non-Retron profiles	1139	G0488	1	GREEN	detector model; descends from Mestre — cannot corroborate Mestre	1,139 profiles; block-multiset identical to current ~/.macsyfinder non-Retron profiles
V2_V3_V5_D2:V3.MSA.hmm.tierB	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/hmm/tierB.hmm	hmm_db	75914a3342dbf4272f0fc9febeaa91c66621600d7606dd2eff5b47bcff25030c	6919918	2026-08-04 17:32	m7 pilot concat	DefenseFinder Retron_* profiles	39	G0101	2	GREEN	detector model; descends from Mestre — cannot corroborate Mestre	39 profiles; byte-identical to stage3 tierB_retron_mestre.hmm; block-identical to current DF Retron_*
V2_V3_V5_D2:V3.MSA.cache.relaxed_tasks	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/relaxed/relaxed_task0.tsv	table	2cbbad3d8cb9fef8389c637f48347bcd6d13f24d1e3fc5c2565c9610868640e9	8792	2026-08-05 17:38	m11 (Ibex 50071034)		193	G0401	1	AMBER	prior table; re-derive before use	one of 10 per-task E<=1e-5 summaries (1,938 lines total incl. headers => 1,928 rows)
V2_V3_V5_D2:V3.MSA.cache.realpipe_timing.runlog	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/realpipe_timing/run.log	log	97a2b190251977bb5433ab28ffda07206647abe8ac8e0c8f81583449f9578ace	32644	2026-08-04 19:23	borg run_pipeline.py (terminal_1)	benchmark terminal_1 genome.fasta.gz (sha-identical)		G0416	1	AMBER	prior run log / clustering; record-only	--threads 4, NO --run-infernal => step infernal skipped; 'Found 0 ncRNAs' is an absent instrument, not a null
V2_V3_V5_D2:V3.MSA.cache.realpipe_timing.json	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/realpipe_timing/out/terminal_1/integrated_results/tool_integrated_results.json	json	c039495471e28bc22e08937f947fe465a621346f9f97e807eb6e7710fa169c9c	112574	2026-08-04 19:23	borg run_pipeline.py	terminal_1		G0105	2	AMBER	prior run log / clustering; record-only	2 systems, ncrnas [] on both (infernal not run)
V2_V3_V5_D2:V3.MSA.cache.pilot_rt	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/pilot/terminal_1/mestre_rt.faa	fasta	10e98cffb6641d85d9e5133d8b40ac83f2d1b3264971b07eda1d0a273977a232	349	2026-08-04 17:32	m7	benchmark terminal_1	1	G0049	3	RED	prior sequence set/alignment; rebuild from graded inputs	sha-identical to benchmark terminal_1/protein_aminoacid.fasta
V2_V3_V5_D2:V3.MSA.cache.pilot_cm	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/cache/pilot/terminal_1/cm_hits.tbl	tblout	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	2026-08-04 17:33	m7 cmsearch --cut_ga	padlocdb.cm		G0047	3	UNGRADED	DO-NOT-USE until graded (WA-L.3)	0 bytes: --cut_ga on GA-less CM => empty by construction (A1/F7)
V2_V3_V5_D2:V3.MSA.script.a1	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/limitations_stage/scripts/a1_count_clades.py	script	f224fb622f3c873899f03f38c98db66150451d4c1e85d0d1741caa283a3e615c	7969	2026-08-06 10:32	V3	V3 supporting_material/Supplementary_mestre_Tree.nwk + Supp_material_T1_R1 csv		G0165	1	REFERENCE	prior code: read for method, re-implement; never evidence	counts clades on PUBLISHED tree under explicit delimitation rule; not a tree inference
V2_V3_V5_D2:V3.MSA.table.a1	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/mestre_scope_audit/limitations_stage/tables/a1_delimitation_sweep.tsv	table	f3e94be7e1cc996ba8a09817236f4f01e910d34cf9da0f50e1f2ec4ffcf1eef1	417	2026-08-06 10:32	a1_count_clades.py	published tree	18	G0166	1	AMBER	prior table; re-derive before use	3-7 clades at support>85-95, min_tips 1-100 (vs Mestre's 11)
V2_V3_V5_D2:IBEX.realpipe.results	V2_V3_V5_D2	/ibex/project/c2366/RETRONS/Mestre_replication/realpipe/results/	dir	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	Ibex job 50060998		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	1,920 tool_integrated_results.json per SESSION_STATE (asserted)
V2_V3_V5_D2:IBEX.realpipe.processed	V2_V3_V5_D2	/ibex/project/c2366/RETRONS/Mestre_replication/realpipe/processed_genomes.txt	id_list	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	m10 (append on exit 0 only)		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	537 lines per RETRON_STAGES/05 (asserted). 537 = 1,928 - 1,391 failed_genomes.txt; NOT the denominator
V2_V3_V5_D2:IBEX.realpipe.failed	V2_V3_V5_D2	/ibex/project/c2366/RETRONS/Mestre_replication/realpipe/results/failed_genomes.txt	id_list	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	m10		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	1,391 entries per SESSION_STATE: 1,383 have integrated JSON (bpRNA step4 fail only), 8 real
V2_V3_V5_D2:IBEX.relaxed_cm.tblout	V2_V3_V5_D2	/ibex/project/c2366/RETRONS/Mestre_replication/relaxed_cm/tblout/	dir	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	Ibex job 50071034		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	1,925 .tblout per SESSION_STATE
V2_V3_V5_D2:IBEX.hmm	V2_V3_V5_D2	/ibex/project/c2366/RETRONS/Mestre_replication/hmm/	dir	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	m8 task 0		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	df_tierA/df_tierB/myrt.hmm; myrt.hmm = cat src/myRT/Models/HMM/*.hmm (on borg that would be 91 profiles incl. RVT-All duplicates; m8 header claims 65)
V2_V3_V5_D2:IBEX.run_pipeline	V2_V3_V5_D2	/ibex/user/rioszemm/the-retron-project/pipeline_for_negative_dataset_with_deleting/run_pipeline.py	script	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	NOT_ACCESSIBLE_FROM_BORG	production		NOT_ACCESSIBLE_FROM_BORG			AMBER	AUDITED over SSH 2026-09-19 (jobs 52089161-3); per-file identity in ibex_audit/results/*/IBEX_VS_BORG.tsv.gz; no Mestre RT0-RT7 material	Ibex copy; borg copy hash recorded separately
V2_V3_V5_D2:V3.ARC.script.recover	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/scripts/recover_mestre_reference.py	script	32ddea9b11829843890abef184ae345ab018a1411cc26293d0ccbe1a8730b31c	3627	2026-07-25 16:13	V3 Gate A 2026-07-22	benchmark Mestre_sequences + V3 supp CSV + tree		G0400	1	REFERENCE	prior code: read for method, re-implement; never evidence	tip->Node join by Accesion, else Retron_name paren short-code
V2_V3_V5_D2:V3.ARC.mestre_ref.faa	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/mestre_ref/mestre_reference_RTs.faa	fasta	74d7c857c229f136b54012fa2fd5d8a087cc6bbba38b702ca384e0721f777882	899038	2026-07-25 16:13	recover_mestre_reference.py	benchmark protein_aminoacid.fasta	1926	G0339	1	RED	prior sequence set/alignment; rebuild from graded inputs	1,926 seqs keyed by tree tip; sequence multiset == benchmark; carries the 15 RNAP substitutes
V2_V3_V5_D2:V3.ARC.mestre_ref.map	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/mestre_ref/mestre_reference_map.tsv	table	cb2acd8e445eb0a2a7e2399a2e0012ee16f1118c5cf44a19e54016030a313e29	69085	2026-07-25 16:13	recover_mestre_reference.py		1926	G0340	1	AMBER	prior table; re-derive before use	1,926 tip->node/clade/subsystem rows
V2_V3_V5_D2:V3.ARC.mestre_ref.prov	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/mestre_ref/PROVENANCE.json	json	c4bc8017ddcd69d1346f69a41c07c3c1ce60547bd3cd27c9e6d14404b92620c2	634	2026-07-25 16:13	recover_mestre_reference.py			G0140	1	AMBER	prior run log / clustering; record-only	1,928 tips, 1,926 resolved, unresolved fig|1262995.3.peg.2852 (461), fig|34062.8.peg.73 (1774)
V2_V3_V5_D2:V3.ARC.script.epa_loo	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/scripts/epa_loo.sh	script	74ccc31d0e6f07032043b840b71ee93421b1c770f88638f106e8da7319d5579e	1158	2026-07-25 16:13	V3 (planned)	mestre_reference_RTs.faa + published tree				REFERENCE	prior code: read for method, re-implement; never evidence	mafft --auto -> hmmalign -> raxml-ng --evaluate on PRUNED PUBLISHED topology -> epa-ng LOO; NO output dir on disk (not evidenced as run)
V2_V3_V5_D2:V3.S3.method_audit	V2_V3_V5_D2	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/stage3_phylogenetic_paper/METHOD_AUDIT_VS_MESTRE.md	doc	998270dd3a76ce872a268a52b8040c9eab52662d582b814b09441d7a60292926	41888	2026-07-28 15:07	V3 2026-07-28	Mestre PDF		G0136	1	CLAIM-ONLY	prose; claims must be re-derived before citation	read-only method audit; no compute
